x,y,z,mach
-233.41356,-102.15713,-69.947508,5.0
-220.28786,-109.95263,-68.127615,5.0
-234.22076,-113.33813,-79.455706,2.52404
-237.01679,-111.41817,-78.773301,3.10162
-234.48597,-104.8249,-78.22818,5.0
-236.89377,-100.76457,-77.602829,5.0
-241.91531,-102.26366,-78.337828,2.35673
-234.29163,-96.686639,-69.3333,2.54594
-244.10872,-93.031252,-76.81345,2.62088
-241.3216,-96.079451,-76.54557,2.82604
-244.26873,-98.798483,-77.940242,2.13042
-244.29993,-98.804946,-77.908596,2.12711
-239.9559,-99.225264,-79.223929,4.49433
-235.66179,-96.871727,-77.507889,4.51655
-240.85493,-97.282796,-76.186316,3.227
-237.8133,-95.024532,-76.86248,4.72525
-237.41082,-92.689381,-77.05949,4.63696
-242.67973,-90.063283,-78.845955,2.65134
-241.28416,-89.818135,-76.750603,4.74807
-244.324,-91.043543,-77.016701,2.3656
-242.92933,-90.386433,-74.344582,4.31052
-243.9701,-90.096267,-71.171468,1.65713
-240.86652,-88.324846,-69.618564,3.27084
-222.1024,-93.66875,-38.732525,3.98527
-220.0641,-97.651522,-44.685623,4.45719
-220.89627,-97.298285,-44.355787,4.12578
-220.28385,-96.375635,-46.07673,4.54111
-221.35492,-98.39187,-47.148698,4.38639
-221.42579,-99.727038,-48.784507,3.76896
-220.69258,-86.525455,-48.821948,2.02896
-220.53167,-91.751911,-40.88181,3.7316
-219.37635,-92.25558,-38.483811,3.62606
-218.29502,-96.064854,-42.213635,4.41098
-216.73053,-95.984177,-44.53898,4.55821
-217.91616,-96.15723,-45.965299,5.0
-218.13545,-95.779813,-48.069565,5.0
-215.79674,-96.151101,-46.590205,3.1537
-217.62644,-97.184291,-48.894601,5.0
-215.09784,-110.81154,-65.329801,2.98037
-219.63443,-100.39195,-49.271684,4.70812
-213.14111,-125.41058,-40.375912,3.8264
-248.40372,-105.27063,-92.657623,2.42435
-272.27183,-124.44191,-88.291305,1.61933
-272.29634,-126.46327,-85.501069,1.51249
-277.33125,-125.51945,-90.195886,1.72864
-206.56177,-143.76508,-68.914764,3.64705
-235.98539,-164.16467,-148.59428,1.66049
-78.65485,-241.44752,-9.8883475,1.75531
-63.853227,-237.19052,14.73883,2.18806
-64.660434,-234.96891,13.352625,2.31571
7.9467711,-239.56924,-34.363978,5.0
6.0591269,-240.9229,-28.522756,4.90314
5.7538055,-241.04938,-30.688533,5.0
7.584397,-238.86856,-29.564862,5.0
9.4323712,-236.5275,-35.922677,5.0
6.1255399,-238.50473,-37.208593,5.0
30.372069,-237.04588,1.3755597,3.07659
28.3565,-238.65361,2.4185553,2.01725
13.187155,-252.06223,-5.5648183,1.75685
18.982912,-252.77572,-5.7872349,5.0
18.088788,-247.14756,2.5429125,5.0
18.529164,-249.77444,-3.0411255,5.0
15.434498,-251.39264,20.863978,5.0
28.078368,-235.89346,55.560517,2.60378
16.100856,-242.14274,52.568368,2.65631
18.026832,-243.94447,54.452446,3.56402
18.195762,-239.57124,57.584107,2.48755
24.76396,-250.56805,59.344723,2.23198
28.83298,-245.1837,60.750538,1.81125
21.62695,-240.08784,59.760138,2.1487
11.821455,-249.01804,66.707647,2.58002
-9.2412616,-252.84336,72.286783,3.38065
-10.204472,-251.24354,72.253353,3.68413
-1.7174305,-250.62711,46.971849,3.17257
-20.855063,-248.72609,58.182269,2.1323
-11.734645,-249.50756,64.762505,2.42257
-92.786549,-327.88578,96.990624,4.18801
-91.105276,-326.01831,96.979481,4.83987
-93.094545,-338.88782,97.313328,2.38891
-86.723803,-356.68494,19.61684,2.09559
-87.516301,-359.73537,26.710547,2.07933
-88.262444,-360.92802,27.491903,2.08804
-88.029776,-364.33135,27.752651,1.89923
131.59122,-90.767305,133.22759,2.13613
131.61886,-90.788031,135.06977,2.06116
92.887617,-131.1962,144.95683,1.73947
92.566695,-109.04803,170.56728,3.8245
62.31492,-124.87794,183.90068,4.3215
77.871601,-123.40114,155.96489,1.928
76.417201,-136.96243,149.30978,1.52187
81.764114,47.26079,8.106001,2.79933
81.805566,47.227584,8.857047,1.57669
82.210284,45.067045,9.4614495,2.00154
-140.58383,-186.89907,190.32982,2.20761
-147.46002,-186.82174,189.09783,1.8976
-147.97038,-186.28264,187.00382,2.28929
-148.34924,-184.80283,186.14936,2.5408
-160.92224,-186.87177,192.23306,2.42472
-146.04797,-182.64162,191.13034,1.67716
-144.72728,-183.38041,185.16387,3.55656
-144.53072,-180.30915,186.04774,3.08429
-145.34862,-181.28762,185.94032,3.08821
-147.02455,-181.95153,185.21468,4.26466
-149.95474,-180.81215,190.8268,1.95052
-145.37715,-179.43419,195.26265,2.01456
-80.677103,70.607404,134.38736,1.99367
-85.111171,53.368666,75.287846,2.31813
-84.530392,53.333231,75.590939,2.72409
-62.423342,72.429414,-61.141327,3.52068
-63.452521,68.697585,-63.788486,2.28909
-62.885559,68.577017,-64.869813,1.82201
-62.628822,67.730474,-63.915963,1.95835
-63.023288,67.631412,-63.156002,1.81009
-61.498018,68.262112,-63.099395,2.0196
-61.969595,67.822293,-64.084892,1.99573
-62.548145,69.307782,-62.420557,2.43669
-60.334677,70.524053,-63.599053,5.0
-61.091517,70.210152,-63.003119,2.04617
-60.30303,69.400493,-63.044571,2.45728
-59.919707,69.65333,-63.350338,2.62552
-59.392861,68.868966,-64.105841,2.27764
-56.931566,69.351686,-64.442364,2.73027
-56.596827,70.749033,-64.204347,2.80203
-56.636942,72.799143,-64.765068,5.0
-62.966235,66.864988,-65.819207,1.79079
-63.22431,66.761914,-64.936672,1.71943
-61.513173,61.575686,-55.068778,2.46508
-61.365638,63.383656,-54.281629,1.51136
-60.546842,63.513585,-54.34715,1.86088
-60.046293,63.705915,-54.441644,1.97201
-60.426942,63.823141,-54.123842,1.6639
-59.867112,63.714718,-54.87578,2.176
-60.450565,63.491856,-54.837002,1.74584
-60.183576,63.579441,-54.616814,1.56562
-60.90565,63.467675,-54.841905,1.8091
-61.421799,63.679172,-54.819173,2.05266
-61.103998,63.617773,-54.631523,1.96347
-61.360289,63.584009,-53.57783,1.5031
-63.906714,62.017399,-52.906123,2.52474
-63.821135,61.872427,-53.440546,2.80938
-60.061893,65.084318,-53.355413,1.63596
-59.78911,65.364902,-53.656723,1.57029
-60.051196,64.338955,-53.883151,1.71047
-59.931742,64.621768,-54.054755,1.65136
-60.1029,64.889202,-53.704861,1.51154
-61.115586,64.124896,-54.602105,1.58415
-59.711554,64.981579,-53.764142,1.56768
-59.785098,65.16622,-53.9197,1.55693
-59.179359,66.99436,-51.944249,2.06012
-58.199653,66.87524,-52.250907,2.07369
-58.538852,67.078156,-52.218369,1.98194
-58.06861,67.11816,-52.614173,1.66336
-58.820105,65.930861,-53.280977,1.55341
-58.763052,66.352071,-53.097784,1.69232
-58.482245,66.366891,-52.891859,1.93334
-58.381508,66.448124,-52.698861,1.74318
-58.977,66.658395,-52.668997,1.83218
-59.605026,65.044426,-53.491805,1.55805
-59.563128,65.473882,-53.59343,1.538
-59.03539,65.631334,-53.682575,1.67665
-59.538167,65.007988,-54.002159,1.63765
-59.514989,64.558252,-53.871116,1.56245
-59.679907,64.500308,-53.945552,1.55046
-59.448131,64.424646,-54.296338,1.80728
-59.49404,64.256274,-54.225022,1.80893
-54.46136,64.978013,-56.471474,2.02406
-54.456011,65.125102,-56.431359,1.93037
-54.459132,65.02136,-56.716177,1.71163
-54.901736,64.499416,-55.882226,2.91055
-54.941851,64.58377,-55.932593,5.0
-54.954777,64.739885,-56.039567,5.0
-54.957452,64.395451,-56.072104,3.23596
-54.550951,64.947704,-56.776795,2.04978
-219.8243,-337.98512,-103.8052,1.60805
-216.45775,-332.23984,-102.44796,1.57979
-233.52543,-311.70119,-110.2838,2.12951
-226.04261,-329.4408,-107.63397,2.61061
196.42365,-35.335101,68.311365,1.87673
200.72356,-32.881164,68.394269,1.98205
202.7672,-34.026788,70.184745,1.97903
202.851,-31.127126,71.530834,1.63855
203.37205,-33.49047,59.65985,1.54652
204.128,-36.758523,63.65488,1.91794
200.82028,-35.016296,66.288221,2.03443
200.18334,-34.639325,57.754819,2.1995
211.65674,-106.23952,36.197348,1.51375
211.92283,-108.12605,31.22217,1.85836
122.36873,130.24157,154.23192,1.52036
126.83311,109.44038,147.63073,1.74922
122.38746,115.85057,146.58373,1.75768
120.69192,116.234,145.86566,2.10623
121.91187,126.42394,138.83614,1.66521
122.32996,128.96056,136.90303,2.19086
123.78302,125.82109,135.0087,1.53283
139.91023,116.53855,130.27511,3.59272
137.11464,118.84829,129.94304,2.58582
133.16151,116.24604,129.51961,3.35562
134.92658,115.0788,130.03888,2.39741
129.04168,115.25608,141.69769,1.8398
137.38743,111.78233,129.96979,3.1961
136.582,115.83564,129.61321,2.26061
135.59561,116.25584,130.65665,2.14818
139.88972,115.16939,130.91517,4.14121
141.55361,113.68702,131.475,4.02683
130.49786,105.25001,143.06874,2.28108
138.6778,104.89366,138.12655,1.59614
137.50242,97.720275,142.01995,2.00916
141.2581,84.453839,152.9723,1.74567
139.7988,82.839759,153.75009,1.70282
137.40436,100.35206,147.44219,2.00272
136.81645,97.476686,144.00031,2.05147
134.08193,95.902944,143.45429,1.96605
133.02066,98.19018,144.62343,1.91715
130.72652,101.62293,144.58332,1.7552
128.75017,103.96254,144.60783,2.14428
131.31086,102.86182,146.60646,1.84224
130.72964,105.52536,144.80127,1.9911
129.54936,105.2694,147.1859,1.58536
129.21373,99.404222,152.84839,1.50513
130.06729,97.477466,151.35655,1.75125
124.92987,99.068146,151.74968,1.66102
127.90285,107.26324,145.97531,1.68115
127.01096,108.75452,144.26507,1.70062
128.15201,106.11227,144.00031,1.97669
270.66577,211.62414,-44.427995,5.0
157.86045,201.3059,-41.776825,3.66442
158.55043,193.84313,-50.934237,3.83478
158.59857,195.67695,-49.220426,4.21901
156.87272,197.78495,-39.640021,2.47263
156.67616,199.28175,-38.625552,3.90615
160.00929,195.78704,-62.688437,2.81895
159.32198,195.36728,-61.891482,5.0
160.91946,198.09907,-56.23836,4.4401
157.93043,200.49902,-74.398514,4.54193
160.5085,199.03799,-79.104475,5.0
162.08503,194.13285,-75.454436,4.50253
162.11222,194.08031,-75.474494,4.48113
162.11444,193.97166,-79.500278,4.54961
155.2066,205.85045,-72.06782,2.78813
152.50239,212.4367,-73.549855,2.45243
154.61334,210.60594,-75.344788,4.62395
145.72426,200.35778,-91.996614,4.54543
143.77511,201.20839,-90.578764,4.85003
144.34073,205.63015,-88.162045,5.0
146.34961,199.75656,-91.786232,4.66375
150.47702,197.11631,-92.603691,5.0
150.49084,197.11452,-92.618399,5.0
151.46118,197.32101,-92.450361,5.0
153.17365,194.76205,-92.542626,4.92422
156.8959,196.00027,-86.429513,5.0
162.94305,193.15075,-84.756263,4.65065
152.95035,198.04458,-96.776119,2.94655
151.74243,194.49806,-97.563268,5.0
152.75244,194.51595,-95.3498,4.79982
149.04491,195.61622,-101.9648,5.0
-14.651468,-0.30504501,235.8802,3.27259
-11.513566,-0.021564157,230.76372,1.96611
-12.68181,-0.68134802,233.64979,3.68668
-21.19738,15.00827,240.11324,1.62312
3.0647489,-27.42371,224.516,2.70721
8.5569681,-26.007309,220.31638,2.68659
6.2993725,-24.518811,222.27222,2.12425
8.0042696,-27.003726,223.16457,2.79427
11.732756,-25.611282,218.98456,2.27443
13.933744,-27.601666,218.36634,2.97514
0.055662089,-27.476417,224.38496,2.91802
-6.6975116,-9.5748917,234.64554,2.24557
-4.9681001,-8.2368264,230.41338,2.07965
-14.45936,-2.8709701,237.47589,2.14089
-23.872173,-15.025546,225.51888,4.56922
-23.302537,-15.853033,226.12462,3.99772
-21.60076,-18.608392,223.92586,3.44925
-22.090612,-18.685613,223.80418,3.36532
-20.830994,-17.943259,220.45857,2.67677
-24.312549,-17.171375,231.82901,3.69959
-23.247713,-25.591559,240.90485,1.81142
-19.863326,-27.302027,250.54944,2.14132
-23.603401,-27.568236,248.49019,3.40916
-19.567365,-4.2351103,244.97966,1.51402
-12.772738,-4.6442855,243.51769,4.23727
-12.50976,-5.3999002,241.87296,3.25988
-13.633432,-2.5470398,251.94902,3.18146
-9.3433325,-5.563704,252.23606,2.80087
-10.138505,-6.6179541,249.60094,2.29984
-9.9517466,-7.5749253,243.23198,5.0
-5.2065628,-11.293383,249.41462,2.5446
-17.786695,0.25823947,251.16187,1.89509
-16.547135,-1.8744413,248.80398,2.35597
-22.637516,0.66329171,241.96166,2.57327
-22.480621,-1.2297007,243.5578,2.2503
3.8162406,4.4789173,279.94141,4.57114
4.029297,2.4509818,278.90287,4.28286
-51.55791,-2.5463712,275.06429,5.0
-48.373208,-8.473729,275.61075,4.46204
-25.283783,-29.894586,254.06844,2.09924
-38.10817,-6.0503238,256.55558,1.69203
-52.253686,10.550466,242.00757,1.82433
-25.845396,4.7462407,243.09113,3.90802
-47.103338,2.7305625,265.99424,5.0
-56.166703,16.03912,276.23566,3.01327
-56.216178,17.546561,282.42766,3.42325
-56.028082,14.552182,278.51599,3.24653
-54.055751,12.26372,282.71783,3.94662
-54.885244,16.084472,282.81277,5.0
-59.371466,25.045989,290.55768,5.0
-52.034835,1.5871675,274.06854,5.0
-40.314507,52.344725,270.81119,3.77291
-39.030374,52.159193,269.32693,4.07282
-64.018145,34.112694,291.17367,4.8507
-75.02576,42.861711,287.54057,1.7908
-77.398352,44.614523,289.23522,1.77809
-80.361084,48.946855,284.90589,2.49041
-76.469462,46.956806,287.00436,1.73755
-78.359335,49.332184,288.72397,1.73755
-79.049762,49.541229,292.55141,1.76641
-76.637946,49.041572,295.51904,1.88852
-55.450869,45.993372,261.06587,2.94129
-56.529077,45.361112,258.06124,5.0
-53.983989,49.321375,258.18782,5.0
-53.493692,48.250856,256.96119,4.7459
-54.296888,46.981544,260.57379,5.0
-55.241378,52.383281,256.24402,4.54505
-53.404101,47.475407,253.67219,2.88962
-55.701812,43.865372,253.801,5.0
-53.744635,42.219756,251.75067,4.16314
-53.592643,42.160809,254.80299,4.90403
-48.738702,35.080362,247.25286,2.59059
-49.012822,37.517585,250.45807,2.7558
-51.792361,45.303614,258.36745,5.0
-47.140779,46.403773,260.95488,3.53116
-45.079748,46.163862,260.30903,5.0
-51.910924,52.529478,257.72293,4.70926
-50.608962,48.035571,257.82634,5.0
-48.413769,47.533351,259.51118,4.83242
-47.017313,52.228057,259.09755,5.0
-38.00387,43.761295,257.10115,4.59101
-45.753238,40.539486,245.80292,5.0
-44.893436,41.131297,249.35623,5.0
-51.08143,45.599686,253.40386,5.0
-52.618289,43.280024,252.71076,5.0
-49.8909,39.981216,252.90064,3.2811
-47.903414,42.730111,253.75063,4.77274
-48.784611,41.954662,251.67579,5.0
-48.216758,42.776021,248.9172,3.87733
-49.843207,41.181552,248.60965,3.91925
-49.316807,41.961125,245.00463,5.0
-43.695328,54.039593,267.97237,4.31835
-76.390123,63.083906,246.92704,5.0
-77.158998,62.87631,248.5312,5.0
-73.820075,65.107496,254.57701,5.0
-73.041394,63.753385,251.07673,5.0
-73.247765,60.83556,248.94394,5.0
-70.426774,60.800793,248.76075,5.0
-68.802999,61.556631,250.99204,3.31964
-66.887275,61.746064,254.25475,4.8015
-73.540606,63.1979,253.63163,5.0
-73.651591,59.36166,245.4557,3.76891
-75.023532,59.852514,242.06864,5.0
-69.932911,58.641926,246.13409,3.4271
-70.148642,56.338529,242.32225,4.44705
-59.10938,57.46521,257.46664,5.0
-63.631256,61.56354,256.52393,5.0
-63.627245,65.416383,262.99675,3.19248
-62.571323,65.911249,267.89526,2.55334
-59.689713,63.909611,262.94905,5.0
-57.163343,61.764227,262.23768,5.0
-68.798542,63.60741,256.72897,5.0
-67.193487,62.943726,258.59299,5.0
-68.638081,67.67643,262.2194,4.62261
-74.394614,74.521757,267.79141,5.0
-69.856246,67.66161,260.19225,5.0
-72.297926,68.80701,259.24152,5.0
-65.509094,68.413101,268.56028,5.0
-63.587129,67.629517,265.73305,5.0
-56.978367,69.525407,277.60047,5.0
-62.231681,68.740263,275.20336,5.0
-61.563985,72.803154,276.87928,5.0
-60.3271,75.249068,282.25071,5.0
-64.3043,81.138539,281.29285,5.0
-55.498561,62.243493,269.94515,5.0
-53.733938,72.48201,291.83513,2.67682
-58.352982,77.750363,283.57229,5.0
-56.705138,75.541352,289.51067,4.4871
-47.529451,56.327943,270.18138,5.0
-50.074093,58.739986,272.08953,4.022
-52.059796,61.692131,272.49335,2.66368
-46.829218,36.150659,239.97685,3.87297
-44.241786,37.396125,239.19817,2.27038
-76.925884,60.197505,237.51511,1.74811
-68.100091,31.128679,229.70691,2.6148
-68.816816,30.326264,226.91667,3.21754
-76.776567,39.217801,224.41705,2.85437
30.891338,113.91768,252.10858,1.55816
29.042916,111.08533,254.06353,1.66288
26.763035,112.67489,253.10924,1.74018
28.070345,111.18952,254.83731,1.68856
-63.757396,84.393555,286.05854,5.0
-77.603831,87.953334,276.91494,5.0
6.2530171,-24.659883,33.727142,2.52592
-72.967404,82.219087,20.727586,2.45876
-72.443232,83.226202,21.374778,2.7375
-28.127506,85.273972,43.607966,2.23579
-45.123875,85.926959,44.753924,1.55761
-52.073168,82.956538,42.318039,1.53516
-41.874988,134.80991,33.907661,2.09576
-41.82685,136.28849,32.101139,1.52861
173.83299,-28.103663,129.90516,1.65808
191.06426,23.418314,129.91318,1.87419
161.68075,23.967001,138.95604,1.65715
157.01892,0.56601232,139.8622,2.09553
155.98573,0.48444471,137.96208,1.7997
155.32873,5.1266666,141.5096,1.55154
159.87111,-7.4707372,136.77823,1.71001
159.96561,-5.0447691,137.5217,1.54161
161.82517,-7.5937572,135.79051,1.86945
158.66766,-10.433803,134.17208,1.6365
160.89851,-12.39566,131.51155,1.54368
156.59459,-22.944066,139.89652,2.31659
163.24124,-27.807368,135.84667,1.77416
163.34152,-23.430909,137.7098,1.60322
162.01237,-24.792821,141.24662,1.80661
154.55005,-23.253845,149.24114,1.85012
154.55005,-27.356071,150.36748,2.22559
134.07926,-25.58621,172.598,1.86538
135.4142,-25.075633,172.34884,2.05107
135.14677,-27.208314,173.36821,1.78726
134.27939,-27.087411,175.46267,1.66852
132.50139,-27.627852,177.48403,1.61715
129.07823,-28.919451,172.30382,1.90591
132.54062,-19.672782,182.69544,2.02264
128.25542,-27.439979,182.10976,1.80589
125.68894,-26.451362,181.07167,2.10746
127.69648,-23.730882,184.53005,1.93775
124.93522,-25.874483,183.20179,2.13447
122.7476,-27.453685,184.26038,2.08558
120.72312,-28.736258,182.39725,2.09169
126.78899,-17.884535,177.93109,1.95652
131.82523,-29.708273,170.79905,1.63686
126.10212,-9.9940957,181.882,1.56107
126.74174,-1.3113797,180.20652,1.54762
-40.199955,-90.810429,-58.839159,3.27936
-41.674412,-91.819438,-58.451825,3.16503
-60.16129,-32.287013,31.270308,1.86254
-220.53657,-61.231475,74.317058,5.0
-221.84388,-38.499411,75.688107,4.07836
-223.96999,-41.562877,75.146106,4.49111
-223.32191,-47.373343,78.067385,4.60594
-226.24764,-45.687724,82.535774,4.1846
-194.1109,-66.913572,109.57655,3.5834
-200.77805,-45.165892,129.02307,3.92901
-198.25792,-49.871295,122.18075,3.98747
-199.05354,-46.488802,127.19426,5.0
-197.66823,-40.690148,127.33288,3.81903
-198.79903,-41.312937,125.55266,5.0
-205.83435,-31.436459,121.89905,3.37651
-201.41543,-32.893533,124.37149,3.91699
-205.78175,-30.962097,126.27651,1.79754
-204.83503,-40.121626,126.40533,3.85452
-202.37419,-41.703726,128.53812,5.0
-201.03166,-40.637998,128.73335,3.97457
-202.23289,-43.813675,128.06877,5.0
-208.57823,-31.119883,127.61681,3.74378
-206.87199,-30.162467,125.2353,3.87736
-207.14121,-54.270486,112.6623,5.0
-214.15513,-35.940952,104.55145,2.81806
-212.44578,-35.552392,102.98517,3.66585
-212.7511,-31.133144,103.91585,2.57927
-211.14025,-30.788821,104.78278,3.08025
-204.6398,-51.356449,112.37347,5.0
-211.34306,-43.601955,99.99659,5.0
-211.97465,-36.350685,100.96025,4.73891
-212.78988,-43.921094,93.337019,3.50353
-211.60336,-42.582695,94.035024,4.38438
-213.61581,-41.799779,97.728744,2.80391
-213.57569,-41.215992,100.05632,2.82519
-213.19415,-44.150642,97.290596,1.76698
-216.20458,-44.688966,99.677897,5.0
-209.52673,-47.651698,98.20344,4.80916
-211.03372,-46.50184,100.55954,5.0
-210.63747,-49.580014,99.064135,5.0
-211.40412,-47.50784,98.825672,5.0
-210.71503,-48.761775,90.265085,2.6212
-208.73378,-48.04583,87.571571,3.04085
-209.61899,-52.152291,89.545685,2.67447
-204.7285,-57.827925,83.239128,3.9509
-202.5079,-56.826159,82.874971,2.9192
-202.10497,-57.772098,81.764225,2.93827
-193.17042,-64.709798,78.729286,5.0
-196.4875,-68.088057,78.581306,1.61584
-195.84075,-67.590517,78.327243,2.06034
-197.74222,-71.335383,78.367803,5.0
-196.73399,-67.837002,81.831084,2.01287
-196.63147,-67.905867,83.431235,2.40118
-197.62677,-65.590439,83.437921,2.63787
-200.96079,-58.563144,83.650977,3.30476
-202.51281,-59.082079,83.12948,2.93309
-201.32673,-58.131798,81.87209,2.84935
-202.30956,-63.086024,81.877439,5.0
-202.77846,-62.266225,81.666611,5.0
-203.83795,-58.868689,81.208852,3.39602
-205.89987,-60.992009,83.287266,4.51812
-202.77578,-59.829225,85.418275,3.57413
-199.55899,-65.185832,83.448173,5.0
-200.50749,-65.896874,81.41656,3.02385
-199.41056,-65.679472,80.636987,3.55723
-206.98476,-60.710646,81.65636,3.83554
-206.4178,-58.884178,85.05813,2.88979
-206.19806,-60.681228,93.593311,4.29704
-207.67831,-63.319249,92.840482,4.40703
-204.30061,-59.7471,91.025491,5.0
-202.10809,-63.226984,91.507319,4.49386
-204.50698,-63.61053,91.803281,5.0
-204.23821,-64.163786,90.816446,4.63344
-195.65979,-71.399902,88.597183,3.00876
-197.19041,-70.194663,88.084154,2.83928
-193.3135,-71.0899,89.029091,4.5798
-195.01661,-72.704538,86.746089,5.0
-194.66137,-74.671186,86.972071,3.47212
-195.79975,-74.518749,86.660064,3.87112
-197.2283,-73.154051,78.280441,5.0
-198.03015,-75.958328,76.314796,2.77728
-198.04887,-71.99851,75.273137,5.0
-196.1327,-73.301252,74.460581,3.51997
-194.91766,-137.06082,59.77039,5.0
-195.71417,-135.37063,60.074819,5.0
-198.10102,-115.21508,64.300735,5.0
-195.21629,-125.54943,59.72448,5.0
-201.14131,-121.79843,60.178228,5.0
-201.0388,-121.07803,62.461675,5.0
-201.59729,-123.57754,61.086614,5.0
-203.49251,-119.11338,62.631942,4.45409
-199.71767,-115.62136,61.513173,5.0
-199.54874,-118.10984,63.055826,5.0
-200.11392,-118.87191,65.851856,5.0
-206.93573,-130.82725,50.986937,5.0
-206.50694,-128.95654,50.441816,5.0
-206.84168,-133.36264,47.093532,5.0
-206.44231,-122.73501,51.258383,5.0
-204.46463,-119.15851,54.913325,5.0
-202.17316,-119.3329,55.854695,5.0
-201.14265,-117.28759,59.294356,5.0
-201.21842,-114.38146,58.051672,5.0
-204.58944,-125.5531,55.24539,5.0
-205.41046,-125.66242,53.357746,5.0
-203.03163,-122.44094,55.904171,5.0
-202.2271,-126.5025,55.571214,5.0
-199.88348,-125.89731,59.073276,5.0
-200.20172,-122.28416,57.815884,5.0
-196.6698,-123.60116,59.443228,5.0
-197.29248,-133.01253,57.797609,5.0
-196.972,-127.84502,59.483343,5.0
-201.49299,-129.3275,56.114553,5.0
-199.63922,-128.61501,59.497606,5.0
-202.1638,-130.10228,58.888301,5.0
-201.80901,-134.4179,54.205069,4.27392
-202.83462,-129.23356,58.564704,5.0
-203.67793,-130.17738,53.079614,5.0
-204.81364,-128.90896,53.233389,5.0
-200.05062,-132.44891,49.601179,3.60144
-200.04661,-133.42583,49.623911,5.0
-203.52594,-132.30026,47.915448,5.0
-202.94293,-131.83013,50.563498,5.0
-201.87542,-135.80755,50.307207,5.0
-204.16734,-141.15725,48.280051,5.0
-203.58344,-138.70421,49.519166,5.0
-202.67728,-136.51659,55.052837,5.0
-199.67755,-135.46212,53.268155,5.0
-200.73526,-135.89748,58.535732,5.0
-199.25055,-138.49405,53.594872,5.0
-192.66764,-136.18107,57.983922,5.0
-194.20138,-140.82831,57.61397,5.0
-203.69799,-128.02297,27.125071,3.62118
-205.84861,-127.86797,19.325782,4.36077
-202.78604,-126.72725,25.203998,3.58289
-204.59122,-127.27048,27.406769,3.85643
-201.18678,-126.4655,25.409031,2.35587
-202.22576,-127.62985,25.541412,2.92528
-206.03715,-124.42364,33.539047,3.82888
-205.86688,-125.83079,33.034041,3.87188
-201.2153,-116.89691,33.55019,2.16753
-203.72295,-116.85289,34.204959,2.74089
-205.61505,-116.93245,31.754365,5.0
-206.47886,-115.81525,33.656272,3.84021
-209.69878,-117.88564,33.791773,5.0
-206.72802,-119.47977,37.872827,3.83382
-207.91231,-118.34061,41.984637,3.77447
-208.66871,-122.77746,35.617461,5.0
-215.68976,-120.5475,29.388905,5.0
-216.33161,-116.86972,24.837167,5.0
-214.68644,-120.2891,24.940129,5.0
-217.46375,-118.77731,25.692067,5.0
-213.61848,-117.22362,17.809872,5.0
-216.35612,-114.24942,20.079502,5.0
-214.1743,-115.21608,21.170636,5.0
-216.40827,-116.71405,21.583377,5.0
-213.29845,-115.0242,23.359144,5.0
-212.13154,-113.69861,22.428471,5.0
-212.46539,-118.90044,22.782822,5.0
-210.80863,-117.89087,21.851258,5.0
-211.20042,-120.59988,22.38479,5.0
-207.43895,-118.82868,20.242192,5.0
-209.56506,-115.61188,26.300926,5.0
-213.06355,-116.92789,27.068018,5.0
-212.49303,-118.26863,24.83895,5.0
-207.81515,-122.77735,25.289577,5.0
-207.69525,-123.57743,26.920929,5.0
-208.60096,-123.26475,29.594384,5.0
-210.2751,-121.15113,26.856745,5.0
-209.81288,-126.38416,28.085608,5.0
-208.33531,-125.61751,28.496566,5.0
-209.56551,-123.95841,23.017273,5.0
-209.08947,-123.1882,23.624796,5.0
-213.7259,-123.03398,27.808367,5.0
-209.0819,-131.01557,25.545869,4.62997
-208.04692,-134.55585,25.268628,5.0
-207.54103,-135.1286,24.420414,5.0
-207.66806,-128.27915,31.795818,4.70872
-207.15637,-134.03836,42.742814,5.0
-220.76835,-103.14218,32.751451,2.78813
-220.58427,-106.07293,19.346731,3.65362
-220.07971,-101.70561,18.978562,3.68854
-224.22539,-97.638039,25.379614,1.67792
-223.97801,-95.111003,26.144477,1.81297
-221.60141,-98.941337,22.856367,5.0
-222.07744,-95.616232,23.322595,5.0
-224.19107,-94.950431,21.650236,5.0
-224.76204,-93.163855,18.170464,4.5208
-227.0446,-93.594536,23.06452,5.0
-225.77205,-89.943606,19.390858,5.0
-224.48658,-89.54446,22.514942,5.0
-211.16744,-97.354446,29.761085,2.87791
-218.56647,-97.490838,20.483329,5.0
-218.43097,-99.313963,23.246821,5.0
-218.74966,-98.932423,25.942564,5.0
-216.72964,-104.23409,24.9067,4.62434
-219.89072,-102.14298,25.223164,5.0
-217.75258,-101.84222,25.686272,5.0
-217.07329,-102.85057,21.289645,4.49266
-219.33044,-103.76497,21.746958,4.84042
-215.38667,-105.10136,23.775896,4.8624
-213.37824,-103.27467,22.260433,3.33956
-214.56743,-106.43352,19.526358,2.37169
-216.26653,-106.65627,18.919727,5.0
-213.48209,-104.05246,19.268283,3.64379
-214.42613,-101.60866,20.969169,5.0
-215.21863,-101.5651,18.293484,5.0
-213.35238,-101.05117,24.661997,1.55613
-211.21513,-100.29099,22.049159,3.65524
-211.31364,-104.46219,22.688774,2.8481
-212.71945,-109.58335,23.120236,5.0
-213.06623,-111.52392,19.247334,5.0
-214.58749,-112.03929,22.153013,5.0
-215.66792,-109.03466,18.116531,5.0
-218.13991,-107.17532,23.278468,4.83946
