x,y,z,mach
-55.405851,-151.8698,130.70434,5.0
-56.057054,-150.59157,135.4103,4.04156
-57.641605,-149.0117,134.01608,3.59067
-56.480938,-151.98546,135.53823,4.02948
-58.015568,-151.08633,132.80415,4.13382
-58.159537,-151.42463,134.57903,4.00411
-58.444359,-149.64898,134.77247,3.7379
-59.051881,-149.97681,131.93945,5.0
-58.481354,-150.00712,130.88486,5.0
-56.451521,-149.0712,131.13447,5.0
-56.926217,-149.93669,132.29157,4.0265
-58.310638,-151.55367,130.5733,4.81294
-58.919056,-153.12852,131.92518,3.70988
-57.541317,-152.75846,130.48282,3.09184
-57.223961,-152.28042,132.14403,2.5243
-57.542209,-154.52264,132.72437,4.3308
-57.962527,-152.42194,133.86453,1.96168
-233.06545,-61.170745,20.259129,4.73789
-232.96516,-59.775515,22.198923,4.56482
-223.2809,-84.843291,44.871595,2.90087
-221.28539,-81.611119,43.703797,3.46466
-230.83593,-59.925613,34.23304,3.83259
-232.51096,-64.824684,36.070763,4.77816
-232.02646,-66.432635,38.690286,4.07089
-228.08135,-70.400699,40.069804,4.68143
-234.52965,-61.300562,33.511857,5.0
-235.07076,-58.111629,34.117152,5.0
-240.1128,-76.993857,26.501057,5.0
-238.15651,-76.449739,25.436221,5.0
-235.65912,-77.713703,22.363395,5.0
-239.40187,-76.251057,23.706809,5.0
-237.2401,-74.782618,19.107823,5.0
-242.00891,-68.318719,30.652534,4.33562
-238.75423,-59.908676,31.317555,4.89964
-235.25351,-58.944462,25.248125,4.39975
-237.02482,-60.230377,23.647973,3.94001
-235.11578,-56.204596,28.364631,4.46211
-247.83676,-36.472813,27.971948,2.58685
-247.53946,-35.344796,28.468039,2.21281
-245.11294,-38.562593,29.483398,4.97587
-244.9712,-38.371934,27.99468,4.96071
-241.61489,-40.164527,25.710787,5.0
-241.73479,-41.46816,29.139301,4.45066
-242.66635,-40.380035,30.686855,4.75338
-237.80394,-40.986332,27.193713,5.0
-236.04779,-41.107346,31.625551,3.93159
-237.0734,-40.568688,23.813337,5.0
-232.20163,-41.767353,27.437524,3.74119
-231.74075,-41.690243,25.815532,4.97375
-233.43228,-45.504308,44.46242,5.0
-232.09332,-40.020224,37.604055,2.35302
-231.84728,-40.702071,38.649725,2.85641
-240.42436,-43.152665,39.802369,4.1565
-236.0206,-43.717175,41.953882,4.26859
-237.04978,-41.332103,39.358873,3.69591
-237.05334,-38.609505,37.987824,5.0
-239.07426,-42.504024,33.075493,3.44431
-242.37039,-42.671505,36.834735,4.39206
-246.47908,-34.17722,37.068294,5.0
-241.82171,-31.975117,42.386235,5.0
-242.50144,-33.188046,42.715179,5.0
-238.22783,-44.28124,37.742676,3.58426
-236.93701,-45.445695,43.28749,4.817
-236.86391,-51.52393,54.416788,5.0
-235.38054,-52.331138,48.844339,4.88312
-234.00325,-50.801299,49.043132,5.0
-237.24991,-47.491794,46.286325,4.54674
-236.53318,-49.259315,47.0552,5.0
-239.37646,-44.464321,45.722929,4.42816
-235.28872,-45.535732,50.378523,3.82241
-235.09216,-45.348639,57.940241,3.70328
-235.24994,-42.662257,57.593021,3.91904
-235.32884,-41.173091,52.059796,4.86996
-239.6332,-42.702483,49.62926,4.97591
-239.98309,-41.508053,46.444557,4.92219
-237.04933,-43.915968,47.266919,5.0
-236.38297,-42.019967,46.078172,5.0
-234.44541,-42.796085,48.701707,4.84148
-232.01576,-41.763453,52.165878,5.0
-233.30168,-40.345714,46.86443,4.59195
-231.46485,-43.463447,57.334947,3.88789
-231.04587,-43.419766,54.994893,1.65339
-233.68768,-44.535414,51.812865,4.75284
-232.59877,-44.198001,55.267676,4.22129
-231.48624,-46.489582,54.669514,4.17881
-231.01333,-46.676452,56.50679,4.65508
-226.91935,-47.431621,53.619832,4.86875
-223.45429,-45.567824,63.445389,2.55177
-229.55135,-47.31785,60.710869,3.80568
-224.33103,-55.337105,69.960546,4.85793
-222.54233,-51.758716,69.404281,5.0
-223.00767,-46.563461,71.876716,2.68887
-221.1276,-45.363682,72.040743,3.18812
-230.28814,-35.991208,67.494797,4.84541
-239.45313,-39.740643,68.999563,5.0
-242.54111,-38.795373,63.958418,5.0
-243.25426,-39.577508,69.691328,5.0
-224.32523,-60.844697,58.455948,4.71128
-222.51782,-61.453557,57.260065,4.83243
-223.547,-64.21861,56.156005,5.0
-223.12133,-64.982916,54.779162,5.0
-226.13799,-66.115279,48.334875,5.0
-220.63419,-82.886225,46.32956,4.2954
-220.25309,-77.385649,59.066145,4.96895
-220.71442,-76.433916,68.053736,2.43574
-248.33062,-32.304508,31.266743,5.0
-250.04577,-31.970772,30.924426,2.54586
-252.25701,-30.674159,28.73904,2.07167
-249.02328,-30.696111,26.957479,5.0
-283.84418,-44.524828,5.1677847,2.12654
-248.60118,-36.351687,-31.233209,4.09285
-250.37694,-35.885459,-32.598463,3.65152
-253.39227,-38.815096,-34.412117,3.49398
-249.95663,-39.918822,-34.503045,3.7646
-249.68161,-40.218571,-32.674236,4.46357
-235.02797,-83.130482,-26.878032,5.0
-229.52149,-84.262734,-31.300959,5.0
-227.83665,-78.73118,-35.709175,5.0
-225.78765,-82.955424,-29.818925,5.0
-229.96766,-80.042279,-29.636623,4.83498
-233.23348,-81.085721,-28.735366,3.6959
-230.59569,-72.68604,-10.827044,5.0
-221.51226,-80.664845,-11.692641,4.47806
-235.19646,-84.036195,-22.604424,5.0
-234.36696,-70.091143,-11.952052,5.0
-233.11537,-61.619144,-10.12057,3.79467
-233.72512,-69.444954,-11.032968,5.0
-231.14259,-68.022981,-11.34141,5.0
-229.13148,-65.610831,-11.693086,5.0
-231.35386,-69.234015,-15.060535,5.0
-231.72203,-65.745774,-37.882974,5.0
-224.25748,-69.248724,-37.12346,2.14397
-226.15805,-66.31385,-36.062189,3.2897
-227.11725,-63.597381,-31.792147,4.16157
-232.16553,-63.767759,-36.936255,5.0
-232.84437,-64.315778,-36.968347,5.0
-233.993,-68.142212,-37.838848,3.62472
-234.29431,-67.820176,-30.878412,5.0
-242.42923,-54.841793,-35.820607,4.39725
-246.96492,-40.816845,-30.824034,4.3274
-243.77309,-38.405698,-28.570894,3.72087
-240.78183,-38.531392,-28.304351,2.70239
-230.20122,-30.526401,-25.435221,1.79416
-232.84882,-53.815735,-23.16158,5.0
-231.60213,-54.345256,-22.587041,5.0
-231.13992,-50.01103,-18.228746,3.28409
-236.51892,-40.991124,-11.67704,4.1901
-235.38455,-42.432931,-13.835239,5.0
-239.38493,-39.777415,-12.485139,3.95503
-241.37598,-40.620615,-12.644709,5.0
-240.96279,-40.994021,-10.313123,5.0
-239.56545,-47.54205,-23.842647,5.0
-235.64129,-50.424996,-21.094755,5.0
-234.74271,-57.167696,-14.863079,4.80585
-236.77432,-55.846345,-15.63552,5.0
-236.84519,-53.453918,-23.287274,5.0
-236.02238,-52.579184,-19.944785,5.0
-239.03147,-51.010121,-23.365276,5.0
-239.75444,-54.256,-20.99937,5.0
-238.54964,-54.928041,-0.21790585,5.0
-235.35602,-51.762393,1.7365966,5.0
-234.88757,-55.750514,3.1410749,4.15884
-238.83223,-47.873892,-8.7784932,5.0
-239.12641,-44.976347,-5.3383902,5.0
-240.44353,-45.066607,-6.3096241,4.80668
-237.73263,-44.685066,-8.1321925,3.36517
-237.16388,-44.045674,3.5966055,3.2607
-234.1753,-45.88284,1.6055536,4.97651
-235.71305,-47.501823,2.1578064,4.52982
-243.29304,-45.007214,-4.9158433,4.56715
-241.20215,-42.702706,-7.925822,5.0
-244.97075,-37.424212,-0.57225692,5.0
-240.96502,-40.544285,2.2335796,5.0
-239.99736,-38.087673,3.331845,5.0
-238.12442,-40.561779,2.0494953,5.0
-240.2532,-40.778179,-0.64892156,5.0
-237.33415,-41.560871,-0.040507452,5.0
-236.31968,-41.810811,0.83266707,5.0
-234.28005,-42.536339,2.5714388,5.0
-240.20283,-31.772758,2.3927033,5.0
-239.94075,-34.728916,2.55985,5.0
-240.30045,-36.147211,2.4283612,5.0
-240.54069,-41.616809,-5.3718195,5.0
-238.36244,-43.350901,-5.495731,5.0
-233.88915,-46.724591,3.1566753,5.0
-230.54844,-54.179781,2.6614752,3.78061
-230.05324,-51.94358,4.9351165,3.28442
-233.54371,-52.690392,5.6580818,3.34218
-232.3251,-49.950188,4.8018448,3.8469
-233.7737,-50.790379,5.8065081,3.83735
-230.66433,-48.041707,4.9547284,4.20803
-233.19248,-46.834016,5.3710352,4.16031
-229.55626,-45.393434,6.1867112,3.27626
-233.26736,-40.629307,6.5998979,2.21982
-232.85328,-43.670931,6.664528,3.25326
-232.22481,-43.889002,4.3480972,2.32438
-231.57182,-36.243265,12.447804,4.33494
-237.63457,-40.204977,12.959942,2.72197
-237.99471,-39.340048,13.877243,2.56285
-238.62853,-34.295225,11.240336,4.65112
-240.78094,-31.196325,11.522926,3.16827
-234.44898,-32.674794,11.631683,3.03378
-235.54323,-36.939821,8.0600913,2.84868
-235.75005,-35.908749,9.2024835,2.74409
-239.69114,-30.540664,8.9805127,4.69149
-240.00315,-34.4139,8.3431265,3.09955
-239.85561,-35.498793,6.7233636,3.46384
-238.43554,-34.310046,4.2504835,4.56642
-240.90351,-35.568438,5.2752044,3.6006
-238.75467,-30.690428,4.4737915,5.0
-235.49598,-38.370374,6.5214504,3.57279
-235.0565,-39.213908,4.0601591,4.30318
-234.35671,-42.968469,4.5647193,5.0
-236.91918,-41.308257,4.8629091,4.81848
-236.46053,-43.461775,8.0649943,2.88374
-240.39093,-39.265612,4.8718236,3.29431
-238.70654,-39.317985,6.5005013,3.84278
-246.38325,-30.488403,4.2241857,3.43155
-242.75639,-32.080977,7.2136607,3.39062
-241.68309,-30.822919,4.8058564,4.25918
-242.55002,-30.60106,3.8537886,4.48941
-244.80494,-30.951399,9.3629444,3.48573
-241.44819,-33.571926,11.190861,3.21764
-238.84025,-46.636894,7.7672503,3.07666
-236.37807,-49.591937,6.0124329,3.16627
-235.0672,-47.000717,4.7033397,4.74356
-236.49574,-45.937775,4.8152166,4.3782
-237.01011,-56.372077,4.1082973,4.13724
-235.32973,-53.379594,7.4008646,3.49118
-236.34509,-69.263878,4.675259,5.0
-234.2796,-71.996059,10.495976,5.0
-235.3743,-65.371699,2.3953776,5.0
-234.27247,-58.577185,1.4343954,5.0
-231.80449,-70.969778,-7.7158857,5.0
-229.1502,-68.048499,-5.5019711,5.0
-229.95072,-65.304841,-5.6958613,4.81568
-231.18315,-65.186501,-8.4950124,4.99309
-233.1323,-64.848864,-9.4212281,5.0
-232.18247,-63.707921,-7.6610616,3.9754
-232.80336,-61.779605,-9.1248212,3.80216
-230.3804,-61.374218,-9.0659856,3.53444
-228.20081,-61.376001,-7.9966922,3.96677
-229.82146,-62.790508,-4.4081629,4.65875
-233.69481,-60.22748,-6.3965404,5.0
-231.05389,-62.095178,-5.3169954,4.33517
-230.60282,-62.976264,-3.7894971,4.9312
-226.28865,-65.312418,-4.9305522,3.53264
-222.83161,-73.296572,-3.7163983,4.20622
-225.17389,-75.247508,-3.6397337,4.14014
-224.37025,-78.297602,-3.9356948,4.47428
-225.47788,-81.379453,-3.8412012,5.0
-231.03695,-72.616507,-9.1988115,5.0
-229.5879,-73.48801,-7.2933384,5.0
-227.46313,-72.209004,-4.1224534,5.0
-227.12215,-72.158748,-4.7558281,5.0
-223.77164,-83.826481,-1.5680057,5.0
-223.19175,-83.314901,2.2139677,5.0
-229.3325,-67.550178,11.718153,4.43315
-230.51768,-66.172778,12.733068,4.42375
-233.84992,-68.947414,10.977359,5.0
-233.35873,-71.647279,11.323687,5.0
-229.34989,-71.248133,9.2555248,4.9555
-231.17602,-67.3525,9.3798819,4.4939
-229.64406,-67.699719,7.3545093,5.0
-231.54865,-71.301954,7.0322508,5.0
-233.27538,-70.819903,6.2736275,5.0
-217.77754,-83.207816,-0.1064747,2.77761
-216.33027,-85.102368,-14.586731,2.59461
-212.66463,-109.25006,-27.976297,5.0
-219.45257,-109.35703,-26.214794,5.0
-218.30929,-111.54855,-24.723845,5.0
-215.11968,-109.63416,-26.404672,5.0
-217.21771,-111.37594,-32.576177,4.77464
-219.67231,-91.061929,-36.296195,4.12885
-219.6059,-87.006949,-36.637174,3.14467
-217.77308,-89.071992,-36.947844,4.157
-216.28079,-92.167549,-36.33943,2.37943
-215.13662,-101.58482,-11.079324,5.0
-218.98991,-111.06861,-12.536397,5.0
-218.71802,-109.12815,-15.725556,5.0
-214.99488,-112.45983,-23.41698,5.0
-219.2667,-112.6282,-24.036537,5.0
-217.52704,-102.29542,-23.092493,5.0
-215.75038,-103.72229,-17.521826,4.47895
-214.38825,-101.99611,-20.657945,3.79844
-213.06266,-112.38138,-8.1500215,4.57413
-219.30236,-108.4697,-8.1696334,5.0
-216.64852,-108.85804,-9.2661159,5.0
-216.09448,-113.0688,-9.089609,5.0
-217.69285,-112.00653,-8.9304853,5.0
-218.15774,-110.34977,-6.0194574,5.0
-217.281,-110.96977,-3.2466046,4.26895
-218.84549,-110.09927,-0.8833727,5.0
-214.32629,-113.2423,8.1835571,5.0
-215.89881,-112.91402,9.5202852,5.0
-214.44664,-110.56918,10.533417,5.0
-214.0232,-108.61167,10.293172,5.0
-217.48158,-109.91942,10.618996,5.0
-217.75481,-112.55432,16.014048,5.0
-217.73074,-110.71304,17.57141,5.0
-219.88359,-107.95946,17.2545,5.0
-217.08265,-107.1137,12.37426,5.0
-216.44304,-109.13562,13.821973,5.0
-214.30401,-109.04825,14.384478,5.0
-215.90995,-110.8326,15.122599,5.0
-213.30113,-113.62128,17.272774,5.0
-213.31093,-111.2907,12.730394,5.0
-210.22161,-110.85634,12.228954,5.0
-212.93385,-113.51308,14.371106,5.0
-212.36243,-109.20794,14.634085,5.0
-212.00897,-109.45565,12.466525,5.0
-209.98538,-109.07032,13.990012,5.0
-210.74712,-108.89013,12.194187,5.0
-212.16631,-112.41626,10.746474,5.0
-211.90868,-113.61013,10.353344,5.0
-214.37621,-102.08202,13.846043,3.97676
-214.16851,-104.70266,16.36305,5.0
-216.33116,-105.07752,15.985076,5.0
-214.34769,-105.82199,13.573705,5.0
-219.12987,-103.34075,14.087625,5.0
-219.49714,-105.36111,13.210439,5.0
-218.09668,-102.96779,14.721001,5.0
-217.58677,-101.44063,17.421646,5.0
-217.33137,-96.466006,14.606004,5.0
-216.62266,-93.542052,-7.7029597,3.15473
-219.61838,-96.594374,-7.4301762,5.0
-221.26979,-98.790683,-5.3869742,5.0
-225.90711,-86.019669,4.7782214,4.51509
-225.9753,-90.19232,9.2671136,5.0
-222.1238,-86.629086,16.195458,1.56655
-222.83696,-91.430878,13.35218,5.0
-224.23832,-90.936569,11.112414,5.0
-223.7868,-88.231355,15.858936,4.55432
-227.06154,-97.593912,7.7356038,5.0
-224.18661,-98.185834,10.864145,5.0
-224.56681,-92.831902,16.071101,5.0
-224.47321,-94.989209,13.200188,5.0
-223.10662,-96.187094,13.932513,4.93018
-221.42802,-93.405215,16.367508,5.0
-222.91986,-98.348524,16.273905,5.0
-223.20156,-96.277241,9.0126048,4.95034
-225.6682,-93.758229,9.0273138,5.0
-225.81083,-97.346423,9.3228292,5.0
-223.28313,-100.74017,6.3079483,5.0
-225.43018,-101.54158,8.0092787,5.0
-224.7197,-101.88713,9.9383749,3.10831
-222.84275,-104.41628,10.145637,5.0
-222.24236,-100.49424,11.31923,3.23924
-222.18575,-103.07287,13.203753,3.10374
-221.86528,-101.75743,16.416537,5.0
-220.52632,-106.27596,11.673581,5.0
-223.95216,-99.771277,14.750419,5.0
-221.83229,-110.1502,-0.99881533,5.0
-222.65064,-112.94634,-5.8246757,5.0
-220.47016,-110.24569,-5.3847455,5.0
-224.08989,-108.90729,-4.8164467,5.0
-221.67896,-106.47397,-6.2980353,5.0
-223.50688,-100.27918,-6.7036447,4.08418
-225.96728,-96.051593,-29.798867,3.89712
-220.96848,-99.438878,-26.176461,4.55214
-223.70122,-93.886486,-36.447295,3.9249
-222.21339,-89.377981,-36.221313,3.27423
-225.18459,-89.395142,-31.504209,4.31677
-223.28625,-88.159705,-25.836373,5.0
-224.2401,-90.227087,-23.020731,5.0
-222.19155,-103.81779,-19.220929,4.82275
-221.25553,-100.84124,-18.346417,4.86871
-221.57021,-107.61714,-15.946636,5.0
-224.34707,-107.74618,-17.441596,5.0
-222.31546,-103.73678,-32.633676,3.96269
-223.38787,-102.69077,-37.967216,4.37788
-220.81158,-100.83812,-33.205986,4.24326
-222.34711,-102.57767,-24.137271,4.70623
-226.02077,-100.14591,-29.233688,4.14064
-220.52142,-116.23434,-25.439678,5.0
-221.06609,-116.58523,-5.1721349,5.0
-216.67169,-136.02195,-8.4272622,5.0
-212.64769,-139.46227,-7.1244087,5.0
-209.84631,-141.00036,1.0845015,4.88996
-206.48867,-131.88774,9.8416526,5.0
-209.03287,-133.30125,8.4478718,2.06454
-208.9981,-133.87534,5.3750467,2.25092
-210.17972,-132.24087,7.2921083,1.96828
-213.02344,-133.00829,10.553029,2.19208
-213.00204,-128.38936,6.200083,5.0
-207.51651,-130.04055,8.4665922,5.0
-207.76835,-129.8091,11.909369,5.0
-208.10932,-129.69177,13.098117,5.0
-206.96693,-129.90427,16.343884,5.0
-207.81024,-132.14994,16.292626,5.0
-209.49375,-132.76626,13.807265,5.0
-210.14361,-133.81862,13.041064,5.0
-213.25923,-127.98698,13.707422,5.0
-214.86384,-120.914,13.715445,5.0
-213.67553,-125.84884,16.778911,5.0
-209.3315,-117.68952,7.3353431,4.16116
-207.79553,-118.07117,4.1657958,5.0
-212.50194,-116.96444,7.9825353,4.91589
-210.07987,-116.94103,6.2067688,4.6169
-211.07562,-116.58579,5.2364263,4.26679
-207.41801,-117.03408,5.0086611,3.31569
-211.58598,-118.96362,15.296431,5.0
-211.66621,-114.99188,17.492071,5.0
-210.89332,-113.99881,13.525121,5.0
-213.36174,-116.68552,11.400352,5.0
-213.22936,-115.21764,14.204851,5.0
-215.12548,-119.24744,13.408787,5.0
-215.05059,-116.7019,10.100173,5.0
-213.98665,-117.84452,5.7022086,4.99156
-217.54264,-117.35567,4.9899406,5.0
-216.83349,-114.51406,6.6092581,5.0
-213.10634,-115.80967,3.4441676,5.0
-215.26722,-119.56903,2.9462933,5.0
-220.01864,-114.39294,-3.1628083,5.0
-219.54127,-115.50547,-7.2706064,5.0
-216.1034,-113.95468,-6.7932353,5.0
-217.57206,-117.7205,-9.1515647,4.24021
-219.73471,-118.37772,-9.0396878,5.0
-210.2702,-119.82175,3.6104229,4.67108
-211.32835,-117.96364,2.2933067,3.95367
-208.47393,-116.95285,2.7871696,3.94325
-202.79629,-141.36719,0.21533847,4.25151
-199.23539,-140.10389,-0.10692042,2.99306
-203.81566,-128.39727,-16.834519,2.37507
-205.25624,-130.084,-17.125577,5.0
-205.2139,-134.51986,-18.402578,5.0
-211.78834,-126.66987,-16.724871,5.0
-209.04535,-127.27304,-16.017506,4.81745
-210.9321,-121.30334,-15.918555,5.0
-212.11015,-123.16134,-16.346005,5.0
-212.96639,-117.61386,-18.266187,5.0
-211.80349,-118.60704,-19.866338,5.0
-207.648,-126.76982,-17.150538,5.0
-213.06979,-122.38478,-17.864143,5.0
-216.41184,-121.15235,-20.972626,5.0
-214.3517,-120.84425,-19.694288,4.82464
-217.26674,-120.86096,-18.617418,5.0
-217.31176,-122.26956,-21.558309,5.0
-218.1934,-116.31022,-22.154242,5.0
-216.90124,-116.28136,-23.224427,5.0
-214.07401,-114.7357,-22.226895,5.0
-213.73036,-116.81322,-19.343503,5.0
-217.89387,-119.16854,-15.325741,5.0
-217.16957,-116.8442,-11.976122,5.0
-213.52131,-122.3333,-13.730048,4.86458
-214.39627,-124.02003,-13.782643,4.67485
-214.43327,-121.26111,-16.177521,5.0
-215.03321,-124.60037,-14.376794,4.6227
-216.25405,-134.40742,-15.442967,5.0
-216.90392,-135.31235,-12.504751,5.0
-214.44887,-137.74389,-15.697921,3.29377
-212.17255,-136.46634,-17.036432,4.02965
-211.09301,-130.5509,-16.230562,3.92098
-208.54391,-132.02982,-16.964225,5.0
-212.54562,-130.4778,-18.657978,5.0
-207.61724,-140.52343,-21.070686,5.0
-206.81405,-137.94001,-18.422636,5.0
-206.17622,-135.00414,-18.304965,5.0
-206.99368,-137.14829,-20.27997,5.0
-213.39473,-125.67835,-34.688912,5.0
-217.49985,-113.83946,-35.056635,5.0
-216.89322,-115.64799,-33.913797,5.0
-196.62211,-157.98135,-18.273764,2.4001
-196.55391,-147.25321,-16.311238,3.57373
-194.40597,-146.46684,-16.527861,2.08435
-198.62787,-143.71794,-17.980923,3.41983
-196.75048,-148.23469,-18.427985,4.42275
-197.1806,-146.85172,-20.210883,3.71931
-195.85992,-146.64379,-21.355058,3.56874
-195.32193,-148.7485,-21.35595,4.92703
-200.86719,-149.49442,-23.865379,3.03603
-199.912,-150.29093,-20.659728,1.66024
-203.68551,-149.88432,-21.687123,1.71548
-204.70533,-148.15669,-22.04192,5.0
-205.85351,-146.45748,-22.303114,5.0
-205.14704,-144.52181,-23.786486,5.0
-201.18455,-147.02533,-18.941014,5.0
-199.73148,-144.69129,-20.13199,5.0
-201.5857,-144.2332,-19.468306,5.0
-204.13034,-144.77631,-20.100789,5.0
-209.7536,-141.82673,3.008249,3.49312
-205.78621,-164.58454,14.080048,2.77605
33.483227,-31.204348,35.569322,4.08321
31.621881,-50.593703,29.598841,2.4858
42.902279,73.463718,-36.120133,2.60246
43.040008,73.859633,-35.443969,2.61578
42.858598,74.119491,-34.620716,2.4679
43.05962,73.979533,-32.056908,2.42678
43.224984,73.544729,-31.785907,1.59668
42.965126,71.676363,-29.94239,1.91349
43.41932,71.720824,-30.249049,2.91225
43.725533,71.613738,-29.48686,1.99185
33.880367,81.482861,-17.788815,2.46254
42.536339,71.191637,-20.653042,1.96583
39.930188,74.210307,-14.464156,1.6157
-59.636226,26.476096,418.84569,1.55346
-62.163485,30.3042,418.93751,1.80366
-70.37819,41.120488,418.85951,5.0
-143.17081,153.98621,360.17407,2.22362
-144.79102,154.40486,361.37664,2.13533
-150.61486,152.46172,355.0313,2.67123
-187.60733,170.58126,332.71432,2.46781
-150.38888,143.32303,334.02742,1.94261
-144.783,144.20144,336.96653,3.3409
-50.856339,186.16691,304.18125,1.706
11.952944,95.869515,300.29498,1.87014
-68.277044,41.0319,366.37098,2.67626
-71.661877,43.681622,372.34369,2.00626
-62.784379,31.341959,363.50542,1.57954
-62.358267,32.268397,364.04162,1.60303
-76.334853,42.922776,359.70339,2.96401
-70.858681,43.172716,365.52544,4.12606
-7.2858681,31.756928,297.78154,3.86815
-7.6727566,31.663103,300.533,2.81001
-62.011939,30.548457,324.60168,4.72295
-62.801317,27.692144,311.61238,2.59099
-72.716907,33.435973,311.56245,4.74349
-80.142233,47.960467,302.89846,2.02735
-79.141136,48.0495,300.80132,1.94313
-77.659547,47.774377,307.37977,1.71289
-66.988008,35.730452,301.20961,3.11494
-65.138251,32.190841,307.57545,2.14707
-58.505869,23.614878,348.70691,5.0
-57.978127,22.777585,346.76712,5.0
-58.810299,19.668098,366.26,5.0
-92.731279,57.924529,348.99485,1.75984
-83.455304,52.470754,302.24592,1.80985
-94.210639,71.737761,304.11707,3.53608
-95.277258,68.654573,300.1938,1.71821
-95.751509,68.503138,307.14087,2.05859
-98.768173,-0.69761697,52.30227,1.65672
-109.72186,21.507604,21.638647,2.22767
-109.97324,22.085709,22.702146,3.47332
-109.56764,21.083608,22.993204,2.49239
-109.34923,21.021987,22.813577,2.50749
-109.6131,22.726995,21.374778,3.42026
-0.50951672,16.688206,-9.0187388,2.19361
-5.1214294,25.454384,1.5244317,2.82684
-5.2497981,25.339053,1.2922092,2.91356
-5.0897829,25.58253,1.8769999,2.18791
-5.5020782,23.565737,0.83935294,3.38791
-6.6400131,22.707049,1.3381188,5.0
-6.5406166,24.285917,1.3505991,4.40649
-6.2352952,24.402474,1.2984493,2.93062
-7.2613533,24.139608,1.9055263,2.69863
-5.7677301,24.162451,0.69582961,2.01723
-5.9562716,24.052469,1.0243287,2.39076
-6.3605438,24.4232,0.94543545,1.59016
-8.3199488,24.35155,2.4644649,1.55362
-7.5711314,24.161225,2.2665632,1.90051
-7.8795729,22.567983,1.5462722,2.21117
-8.0641029,23.687532,0.97262465,2.08822
-31.812755,-20.479321,37.600935,1.9507
-47.935506,-10.059506,31.894323,3.29654
-59.786881,-0.37168085,25.308298,2.48443
30.515146,66.435867,-6.3960947,3.05472
7.0807277,48.945964,9.8371954,2.18015
-24.924083,78.628107,7.2466443,1.57793
-25.740205,78.059251,7.256896,1.67004
-75.02888,127.75788,-205.23117,5.0
-73.533029,123.87317,-203.3569,5.0
-73.534811,123.87183,-203.35779,5.0
-69.012489,118.16655,-204.4516,5.0
-67.857617,116.38889,-202.24749,3.86933
-71.420294,116.37508,-198.60726,5.0
-72.342052,119.8105,-200.8078,5.0
-71.011119,118.5764,-204.19441,5.0
-73.595876,121.42982,-204.36022,5.0
-75.747388,121.5915,-204.46497,5.0
-65.312975,113.35763,-204.96195,5.0
-65.81397,113.82709,-203.37517,5.0
-56.30978,162.2183,-193.27817,5.0
-55.480287,161.51461,-193.36241,3.31878
-55.527088,159.07522,-191.92718,3.36027
-70.94114,145.15875,-204.33259,5.0
-51.683159,165.86917,-186.31907,1.61045
-55.914868,171.58882,-195.79964,4.4078
-53.90153,178.03099,-178.22338,5.0
-54.025887,183.45145,-169.67215,5.0
-59.41069,181.128,-170.19053,4.0843
-59.449914,179.71845,-166.98176,5.0
-57.665229,182.41252,-166.93496,5.0
-57.059935,182.77428,-171.17291,5.0
-56.927109,179.69594,-173.13811,5.0
-62.286505,184.28373,-167.14489,3.06104
-64.502202,183.0869,-165.43955,5.0
-60.097551,189.86643,-165.27686,3.79787
-72.464627,165.50719,-163.84118,2.06294
-61.202948,171.8162,-171.21837,3.67874
-57.515465,171.95109,-171.49606,1.69613
-55.857815,173.77739,-175.27179,5.0
-59.272069,174.2664,-173.13989,5.0
-56.949841,174.04644,-171.81475,3.92056
-58.970314,176.64529,-172.48779,5.0
-53.292225,175.74933,-176.07588,3.57421
-52.793013,178.83051,-175.87307,5.0
-58.299049,176.74848,-174.494,5.0
-63.272002,177.65497,-174.40619,3.7842
-60.519207,173.95517,-176.37451,3.62995
-62.998773,175.20538,-171.74878,3.80029
-63.838964,173.69866,-170.72183,3.57487
-66.57393,175.56987,-171.45594,3.02023
-63.99051,178.42267,-170.9652,3.07178
-62.740698,175.86048,-173.07303,4.11199
-60.968052,176.19739,-169.49342,3.26077
-61.697703,175.17022,-165.69094,3.10678
-63.23367,175.3811,-165.37804,4.16117
-59.388849,176.96058,-164.62521,5.0
-64.9038,169.1823,-165.18326,5.0
-65.479676,167.63508,-168.06843,5.0
-64.856107,176.25445,-163.0264,5.0
-63.635713,172.6672,-162.78571,5.0
-63.4338,178.39175,-155.14242,5.0
-62.787499,189.20386,-162.64085,3.29139
-62.581575,181.48575,-150.21939,5.0
-52.218028,186.92621,-172.92639,5.0
-5.3665779,175.1554,-172.31842,2.18672
-3.1945619,175.1954,-173.99211,2.36632
-1.4143377,187.56081,-171.83347,5.0
9.2019316,190.32207,-155.25563,5.0
9.7813736,186.52366,-156.28214,4.52718
9.8027684,182.9397,-154.82685,2.34354
12.619748,190.05553,-157.23822,1.92271
14.698161,191.80266,-157.17671,5.0
11.014248,183.82017,-161.98608,3.33837
10.543563,182.54134,-152.75646,5.0
16.504683,189.15856,-150.12089,5.0
15.243728,190.05113,-155.33854,4.08984
15.534786,191.54809,-153.26815,4.37095
11.3998,191.50163,-154.57323,5.0
17.016375,191.64242,-150.98738,4.4042
19.264164,190.23827,-154.20105,3.37467
17.478591,186.46382,-150.41818,2.17877
21.975507,187.05491,-150.75783,3.07149
21.979073,187.02867,-150.79928,3.10091
