x1,y1,z1,M1,x2,y2,z2,M2
-99.100684,-169.31201,-130.42476,2.52488,326.07622,-78.03742,-287.90215,5.0
-135.49766,-189.46121,-82.380996,2.25023,329.08723,-65.114537,-285.61564,3.58589
-70.047016,-58.99884,59.549756,2.19507,337.00346,-75.57652,-244.69606,1.60576
-51.224508,-62.283496,30.698889,2.01961,331.46844,-89.879551,-259.392,3.86049
-51.293595,-62.405291,31.181163,2.36114,325.25555,-37.679728,-261.09197,3.50422
-52.635672,-52.437443,36.283373,2.09684,328.05984,-38.522864,-270.02261,4.06738
-48.738702,-51.449717,37.875056,1.69053,340.1635,-32.098802,-269.18176,5.0
-48.620585,-51.018033,37.325032,1.56585,319.13978,-6.4371679,-286.32284,5.0
-48.585373,-51.80028,37.714149,1.57156,342.78895,-24.022002,-264.14529,5.0
-48.439621,-51.976007,37.334392,1.70439,342.47309,-17.037371,-264.38375,5.0
-48.373208,-50.956412,38.561026,1.52902,348.34463,-1.9842298,-254.41611,2.38194
-47.593635,-54.324641,37.646399,1.75768,346.96388,-6.5669736,-253.65458,3.08367
-45.696186,-118.44536,160.67576,3.45296,345.29372,-0.9751104,-248.31764,4.26749
-45.43722,-119.95068,157.34619,3.22995,365.94052,-17.826301,-237.97165,4.45107
-47.337344,-114.26825,160.10612,4.55067,363.25354,-24.760091,-245.27346,3.25395
-46.846601,-115.35013,160.61425,4.22073,329.62135,-26.901646,-258.62759,3.55409
-48.112904,-116.36728,157.96441,5.0,331.81603,-25.401308,-260.68765,3.75756
-47.511622,-116.19055,161.5204,4.9039,340.1986,-14.827427,-258.54393,2.59239
-46.138344,-118.68716,163.90904,3.13767,340.57744,-12.7414,-259.14681,3.18526
-45.87403,-119.90878,162.39269,5.0,338.77314,-9.5039489,-254.39255,2.80989
-47.840567,-118.44112,159.82933,4.80764,340.69186,7.4326965,-231.23473,2.24932
-48.573784,-119.09656,160.04372,3.28618,339.38996,0.80418987,-250.95943,1.82996
-49.178186,-119.45425,159.43664,4.09527,344.6418,6.572493,-260.59727,3.03883
-47.389493,-119.19562,158.16766,5.0,333.39774,46.554828,-265.72892,3.13949
-45.950249,-121.50715,159.85607,3.02546,326.0416,87.175129,-235.71014,1.81761
-47.61191,-123.17338,160.22468,4.78249,330.62807,50.969665,-245.89508,2.81187
-51.575293,-123.78703,158.75825,3.57145,332.05545,49.713554,-246.42825,2.71559
-49.416649,-121.92123,160.14,5.0,334.55638,41.804178,-209.8812,1.75913
-50.103511,-124.00867,161.38892,4.47255,326.50265,51.873618,-212.4826,1.6901
-50.554584,-123.64652,162.25674,4.63283,325.51709,82.833247,-227.60209,2.62444
-51.231194,-122.45877,162.73768,4.9999,325.19161,78.14125,-218.85799,1.90798
-47.240621,-121.76834,164.06416,4.63123,322.52867,77.433087,-214.21239,2.41315
-47.059211,-120.97819,161.69869,5.0,350.81623,75.95859,-206.52404,3.74562
-47.905197,-124.10093,163.68796,4.59261,353.14648,69.700271,-206.11924,5.0
-47.324863,-125.04475,162.26254,3.74033,341.21012,-20.011124,-211.68454,1.60715
-47.38147,-127.01887,162.62001,5.0,358.67092,27.593932,-175.21201,5.0
-49.642631,-126.99424,161.9697,4.74847,357.77718,29.614935,-176.01825,5.0
-50.903586,-125.26316,160.00227,3.95884,-91.554067,-91.098643,-52.285966,1.6405
-51.554344,-125.00609,158.11507,4.21967,-92.695877,-92.367735,-102.85444,1.67324
-49.516937,-127.54293,157.56371,4.61155,-89.731018,-92.711119,-103.00011,1.97433
-46.926831,-127.37066,160.43774,5.0,-141.36582,-109.35041,-192.50646,1.6344
-45.562914,-120.95768,161.17452,5.0,-69.073154,-99.586977,-203.69379,2.35155
-44.314885,-123.01749,161.27169,5.0,-67.230874,-99.180493,-203.97792,3.13069
-45.739421,-124.10951,161.16026,5.0,-65.879933,-99.492267,-202.67073,4.80184
-44.515015,-123.55626,163.35679,5.0,-47.739343,-92.439849,-208.13171,3.68388
-44.652299,-122.07066,163.27121,5.0,-58.759851,-92.189492,-203.84331,3.1631
-40.855616,-125.79992,163.9184,5.0,-60.858377,-101.07385,-202.20055,4.77496
-41.343239,-124.2459,163.93356,5.0,-50.078731,-91.47544,-212.59366,3.5359
-43.089588,-124.66622,163.73521,5.0,-61.718941,-111.68824,-189.46708,2.46312
-43.941368,-124.15676,163.24313,5.0,61.303735,7.9790825,-93.871881,1.66062
-44.383081,-125.5121,162.36416,5.0,59.213382,7.9569675,-93.484387,1.69144
-45.042753,-125.50485,162.22153,5.0,69.762747,15.151571,-89.468582,1.88038
-45.057017,-126.43452,161.71296,4.98676,69.389195,14.019016,-90.622891,1.92644
-44.826577,-127.38982,164.95427,5.0,68.889203,15.057462,-93.691595,1.87809
-45.046765,-126.99435,165.64871,5.0,69.844957,12.905812,-92.819974,1.70769
-45.658745,-127.1342,167.40887,4.39846,69.649768,11.868688,-91.897392,1.62383
-44.244906,-126.77918,167.09999,4.48631,69.250255,11.459559,-93.644962,1.64037
-43.383766,-126.97786,166.48667,5.0,70.509851,10.451281,-92.687284,2.16538
-41.463139,-126.56456,164.29682,5.0,70.406968,14.180432,-92.114215,1.76726
-41.390486,-125.86667,165.06926,5.0,72.673761,14.693044,-90.807504,1.62105
-41.92491,-123.16692,164.97923,3.52663,70.747829,12.81026,-91.22769,1.64637
-44.692859,-123.50388,165.23329,4.80693,71.799255,20.657978,-87.918124,2.09454
-42.472259,-124.11653,166.29946,4.8738,72.620877,19.570494,-87.144097,2.08863
-44.980798,-122.54045,166.3476,4.29714,73.631439,21.707482,-86.617663,2.25675
-43.267432,-123.16536,168.69167,4.16077,68.542092,29.513495,-87.576302,2.14709
-42.003803,-126.59933,169.91028,5.0,71.560797,28.714228,-87.60659,2.07061
-43.924876,-125.58642,168.49689,4.11385,72.907892,29.475514,-85.790271,1.93146
-43.690871,-124.24056,168.78438,4.23844,70.11178,26.311019,-89.527715,2.33123
-45.676128,-124.58142,167.71687,4.25112,70.428603,26.260779,-91.23394,2.33598
-46.859527,-125.10415,165.83234,4.20824,71.527625,28.844875,-88.883014,1.93848
-46.769045,-121.34379,165.092,4.98288,70.590619,27.647297,-88.834457,2.17941
-43.685076,-120.37445,166.83745,4.42645,69.610826,29.13225,-88.701286,2.09067
-39.448018,-118.56592,177.82724,5.0,69.518039,29.069391,-89.374833,2.09795
-42.544467,-126.33112,171.54698,5.0,70.48389,20.800765,-92.707956,2.14441
-38.262836,-97.022827,171.44134,3.00164,70.108896,16.248669,-93.916111,1.99197
-41.18679,-91.491496,175.30622,5.0,70.323796,17.278822,-93.282467,2.02693
-41.660595,-90.712481,176.9768,5.0,71.097823,15.30878,-92.04162,1.84272
-38.954601,-96.760295,172.15227,5.0,71.513682,15.593151,-90.674333,1.76948
-39.922715,-98.365796,174.50704,5.0,70.563216,16.106003,-90.377222,1.80547
-39.112833,-100.00929,174.51417,5.0,71.052632,17.458747,-91.339227,1.66398
-39.859867,-108.87776,173.65303,5.0,71.822812,18.529525,-89.149837,2.06589
-38.94212,-108.33588,178.02514,5.0,71.313205,17.691797,-88.931571,2.06739
-43.324931,-109.35346,165.15841,3.86124,73.305002,18.995623,-88.018603,2.08136
-48.957553,-101.96201,157.55702,5.0,73.628074,20.476491,-88.102256,2.03713
-47.661831,-112.98668,153.31417,4.79109,70.52812,20.082867,-89.862807,2.12809
-47.476855,-113.34827,152.47487,5.0,70.289182,20.822759,-91.367592,2.27969
-51.368923,-113.26748,150.05949,1.71819,70.129569,22.088125,-89.741174,1.97064
-50.675375,-111.35755,147.79521,4.55739,69.384868,20.303176,-90.876253,2.20065
-52.308065,-112.72314,144.78701,3.73866,69.37333,16.195785,-89.176759,1.8929
-52.601797,-105.82455,141.0554,3.25428,69.173814,17.299735,-90.290204,1.99512
-52.051327,-106.33179,142.33597,3.51075,69.692556,18.455487,-89.964728,1.97653
-51.664884,-108.2874,141.29922,3.89534,67.313745,17.926409,-92.938241,2.12821
-52.168553,-112.62285,142.05294,4.5004,68.619014,16.572462,-93.358908,2.02436
-50.989611,-112.76705,141.86707,5.0,69.396406,18.429406,-92.156041,1.75241
-52.2314,-111.22874,140.81293,4.18656,68.231039,19.153313,-92.222867,2.22128
-52.682919,-110.3276,139.6536,4.30075,66.992596,20.833817,-92.346423,2.16184
-51.880615,-108.99599,133.96927,5.0,66.248857,22.212041,-92.905069,1.89715
-50.559487,-111.56504,133.30024,5.0,64.706573,21.575152,-92.650265,2.57568
-52.02815,-112.28188,133.84848,5.0,65.993092,20.73466,-91.882488,2.39239
-52.053556,-111.86457,131.95415,5.0,65.657039,19.027354,-92.737764,1.95416
-52.464514,-107.72401,132.29736,5.0,62.282567,24.243982,-93.04497,2.5117
-51.26596,-106.9831,129.66179,3.82019,61.921995,22.997006,-93.384869,2.33299
-52.677125,-107.91923,130.12223,3.20103,61.346043,25.227862,-94.614178,2.29823
-52.099911,-106.28398,129.35246,3.46088,62.608524,26.718464,-94.025244,2.30296
-51.589111,-105.98234,130.74267,4.23322,63.086405,23.383538,-94.544467,1.9724
-51.649284,-104.18061,130.08746,5.0,62.578716,24.491094,-93.503617,2.50477
-50.724851,-103.38332,130.87416,2.59673,65.040222,22.912031,-92.164695,2.06928
-50.510457,-104.68316,131.27844,4.72187,54.294225,30.015891,-93.971399,2.32832
-52.222485,-105.30985,131.33014,3.20499,54.958157,29.730919,-95.321859,2.90587
-51.530721,-105.44881,132.47654,4.18186,53.630773,18.171958,-95.401666,1.66235
-51.469657,-103.21784,129.82582,2.85383,51.974548,20.593676,-95.134362,1.58926
-52.691833,-102.58257,129.49999,3.14488,58.345607,9.8053773,-94.975711,2.36547
-47.543268,-93.675435,129.35424,5.0,45.170323,15.238108,-99.846792,1.92132
-52.29603,-121.67073,148.66526,5.0,46.327037,2.6226724,-100.50928,1.52664
-52.284887,-121.21041,150.09113,5.0,45.936658,2.996585,-101.80494,1.79109
-52.727491,-119.18871,145.3455,4.6769,45.756853,4.1689232,-101.54292,1.62109
-52.514435,-117.7956,145.50597,5.0,50.211594,2.1512852,-98.982382,1.51074
-51.828911,-116.02663,143.91963,5.0,55.112482,2.9405763,-96.418478,2.01828
-49.41754,-116.735,146.20932,5.0,56.61919,0.73267652,-95.742045,1.50534
-51.040424,-117.39924,150.83549,5.0,56.733131,2.1188338,-96.105021,1.88843
-51.212919,-114.42202,151.00933,4.79809,56.477846,9.4337482,-96.205981,1.50715
-50.592916,-116.19545,152.29881,5.0,55.693243,10.619788,-97.311253,1.72235
-49.195124,-118.9868,154.83275,5.0,57.523984,10.63349,-97.182889,2.15073
-47.594972,-118.75547,154.38079,5.0,57.524465,11.251269,-95.530029,2.10213
-48.223444,-116.00056,157.01368,5.0,58.626852,10.15393,-96.2055,1.89478
-51.0168,-119.42015,153.87578,5.0,57.225912,12.343801,-96.992027,1.95512
-52.174347,-119.72949,156.4231,3.29526,57.244181,14.75987,-97.149717,2.36195
-52.206439,-121.7328,156.13249,3.25642,58.100899,12.679853,-97.890571,1.76181
-51.777652,-121.58716,156.30676,3.40213,55.898528,14.294373,-96.675685,1.56888
-52.05935,-123.04222,154.76857,4.60579,54.700469,14.790279,-98.603541,2.0298
-50.523829,-124.04054,155.59539,5.0,44.192934,4.0557038,-103.08569,1.92313
-51.62254,-126.33089,156.3451,5.0,47.432309,9.0927678,-103.2102,2.5105
-52.37314,-127.64467,155.98049,5.0,49.064976,26.523275,-95.533876,2.08242
-50.748474,-130.23589,157.04043,2.81029,43.916015,15.402409,-98.978055,1.87776
-50.404375,-128.81714,157.03463,4.47033,44.024187,15.379452,-100.16313,1.82588
-50.024617,-130.84296,154.99232,5.0,44.654466,21.047876,-100.77562,1.90457
-51.163444,-127.87644,154.27783,5.0,44.353509,21.260012,-99.945348,1.54648
-49.014605,-127.81816,156.94861,5.0,50.868315,19.129035,-96.712704,1.97091
-51.253926,-132.56859,155.01595,5.0,51.693302,19.366411,-98.506908,2.30944
-50.017486,-131.51266,155.70994,5.0,53.741349,19.698978,-95.499261,1.79254
-50.816224,-132.51454,155.98317,5.0,51.215906,19.512082,-96.510303,1.58889
-52.492595,-135.67484,156.99496,4.63682,52.42358,18.463179,-96.709819,1.77101
-52.152952,-135.5097,156.56796,5.0,54.631239,16.136171,-95.630509,2.03554
-52.433313,-135.07723,154.45968,5.0,54.646143,16.802267,-96.251172,2.01771
-52.309847,-141.26467,157.09659,5.0,53.698561,18.267389,-96.399247,2.40726
-52.732394,-136.06931,152.39196,5.0,53.958172,18.106334,-97.609806,2.2691
-51.591785,-134.68544,153.53213,5.0,54.315379,17.396128,-98.548253,2.90964
-51.214256,-122.66347,134.46314,4.97965,54.780756,16.607077,-98.338641,2.55081
-51.080093,-126.27863,135.84132,5.0,53.512506,16.09158,-98.191047,1.78932
-51.095694,-126.4197,135.77357,5.0,51.345712,18.164987,-97.698747,2.26453
-50.031749,-125.24589,134.29064,5.0,52.013009,18.161621,-99.024208,3.10507
-50.431118,-127.26346,134.32363,5.0,56.683612,15.381255,-97.489135,1.7522
-52.430639,-119.24209,143.18329,5.0,56.18362,15.967784,-96.506938,2.0579
-51.216039,-115.06342,141.63306,5.0,55.671608,29.908801,-95.88387,2.83885
-50.921415,-115.1315,142.99297,4.05545,54.07019,27.801982,-96.090598,1.99787
-49.638174,-114.32419,142.4844,3.11271,54.92835,28.830572,-96.62809,2.66205
-51.393438,-115.60353,135.01539,5.0,53.720195,26.853198,-97.68144,2.02807
-51.957725,-117.63737,134.71542,5.0,53.032705,26.321836,-98.242489,1.51148
-51.727731,-118.56269,135.00113,5.0,62.823424,23.878723,-95.758872,2.09422
-52.684256,-117.35099,132.01745,3.16166,63.089289,26.596231,-95.806948,2.14905
-51.466536,-117.38475,131.72995,4.02718,59.490301,9.4204071,-96.233865,1.7295
-50.524275,-119.38728,132.21936,4.06706,59.38886,10.320514,-96.875682,1.85022
-49.463896,-119.01098,132.1213,4.34084,59.108576,-11.827712,-98.15499,2.38102
-49.885106,-117.56416,132.58084,5.0,65.580598,-13.361704,-107.84234,1.90749
-52.041521,-115.75273,131.40146,3.59699,69.29785,-22.514813,-95.569452,2.73614
-52.168553,-113.76592,132.27151,3.43528,69.404099,-21.817107,-97.011738,2.83985
-50.872831,-113.80102,131.72104,4.78331,71.332435,-16.477042,-92.6219,2.80522
-49.625694,-115.04425,129.91363,3.36063,72.374246,-16.403967,-92.954587,2.70911
-51.854763,-114.10689,129.8022,3.11721,73.629997,-17.373423,-91.326727,2.65939
-52.910684,-119.58786,132.9869,3.51671,68.738724,-15.767077,-94.339182,2.25693
-53.553865,-120.33322,142.50847,5.0,69.574288,-15.118047,-93.160834,2.54096
-54.389153,-130.25639,129.6297,3.82732,68.530554,-16.973069,-93.811786,2.59234
-54.965029,-131.02883,129.37252,3.77019,69.811304,-21.606773,-91.954121,2.13442
-57.942915,-129.80041,129.61276,3.92907,68.71757,-21.052335,-95.112728,2.60848
-59.024247,-131.39834,129.62123,3.30545,71.227629,-21.134425,-90.939714,2.56632
-59.005972,-132.78911,129.57621,3.72924,72.505975,-21.04921,-90.655102,3.22841
-57.872045,-133.26425,130.00322,4.6318,70.05457,-20.396094,-93.430542,3.01205
-58.020026,-134.15804,130.42354,4.92604,70.178606,-22.097151,-94.30024,2.82105
-55.586815,-132.71111,130.45429,3.25462,70.463698,-21.03659,-94.862732,3.01083
-53.246315,-133.59576,129.49643,4.10007,71.82762,-20.056075,-93.742075,2.82417
-54.977955,-134.70049,130.46365,3.80829,71.790121,-23.719963,-95.12667,2.19504
-54.726566,-134.73002,130.94994,3.7286,71.058882,-22.858317,-94.131493,2.37721
-55.151342,-135.59227,131.90379,3.85969,71.777621,-23.293166,-91.969987,2.87855
-53.616266,-137.15442,132.19039,5.0,70.725233,-22.440775,-92.358442,2.98899
-53.565008,-136.74291,131.89264,5.0,72.164634,-22.517697,-92.911319,2.92101
-55.773128,-137.9565,132.77206,3.90475,72.997795,-25.562964,-93.175257,2.44433
-55.00559,-138.47477,132.68603,4.03396,71.151188,-24.72151,-92.679111,2.74253
-55.848009,-140.68568,135.73479,4.00347,70.73004,-24.245195,-93.721403,2.86091
-54.427039,-137.22953,133.74106,4.14993,71.994925,-26.376053,-92.048832,3.18687
-57.798946,-138.45326,132.83758,3.94135,72.813182,-28.075186,-91.594992,2.96328
-57.922858,-139.98399,130.10395,3.88937,71.635796,-29.252212,-90.756543,2.84547
-58.264728,-139.80336,130.24525,3.90479,73.3925,-23.558066,-90.338761,3.00862
-59.317979,-136.45943,129.65199,3.2927,72.350208,-24.661295,-91.413264,2.79444
-57.057706,-136.55771,130.4953,3.78664,70.495428,-24.409856,-91.596915,2.83672
-56.965887,-137.62522,131.37115,4.2142,71.708872,-23.364319,-90.901733,2.04537
-58.801384,-137.2829,131.60292,4.10874,71.410799,-23.287638,-90.201263,1.61467
-56.266099,-136.27044,132.34505,3.87572,70.592062,-22.546423,-90.601257,2.92528
-56.732327,-135.59985,130.46945,3.82609,68.941606,-25.01141,-93.670442,2.58226
-53.918468,-139.15439,149.52373,5.0,67.666144,-24.127048,-92.923818,2.72902
-53.724132,-138.80037,148.9737,5.0,69.418041,-22.67082,-92.269982,2.87444
-53.27707,-136.86214,149.75684,5.0,69.041123,-23.041968,-93.640635,2.89801
-53.511075,-141.36206,155.8343,5.0,68.520458,-23.514557,-95.111286,2.67308
-54.204623,-139.0102,155.94662,5.0,70.828116,-6.8685316,-90.680583,1.80847
-52.830008,-138.64504,156.09371,4.78745,72.157423,-1.0170569,-88.709459,1.77803
-54.111021,-137.00745,156.34688,4.19414,73.030006,-0.45877198,-89.624829,1.72001
-54.327643,-131.92061,150.92642,4.43657,73.572305,-1.2106838,-89.733482,1.73282
-55.209286,-133.06022,150.62868,5.0,73.65067,-1.4460168,-91.449802,1.97536
-53.34482,-124.10962,153.05743,5.0,70.299758,-0.15877647,-91.353169,1.86815
-53.620724,-121.21765,152.89563,3.73813,71.462241,-1.0594841,-90.306069,1.75352
-53.552973,-120.81293,152.45749,3.7587,71.267052,-1.4805115,-89.619541,1.75331
-53.188816,-120.76101,154.81715,4.2676,71.306955,-0.83148274,-88.494558,1.7017
-52.955702,-123.19477,155.04581,5.0,68.983913,-3.260653,-91.625761,1.62539
-53.248098,-123.24536,154.71196,5.0,67.976235,-1.2757069,-90.887791,1.72977
-53.200851,-120.22068,145.06604,5.0,68.117099,-6.6725009,-89.695021,1.74887
-53.450011,-122.06352,146.56501,5.0,70.683406,-1.6121201,-92.05412,1.78033
-54.83978,-122.51627,143.53631,2.61951,73.672785,-13.528889,-91.502686,2.52311
-53.650141,-122.46067,144.69831,5.0,70.907922,-9.8938469,-89.882999,1.82603
-55.043477,-124.4009,148.79006,5.0,71.311282,-8.8574441,-91.468071,2.11735
-54.419016,-122.44685,148.96434,4.91073,71.030036,-7.66876,-90.468086,1.93977
-53.434411,-120.89038,148.47003,5.0,69.533904,-10.428574,-88.933974,1.86188
-54.099432,-121.36808,146.7745,4.82156,69.068046,-9.5722171,-89.602234,1.8093
-53.085408,-122.72487,148.34256,5.0,67.879121,-8.0610618,-88.963782,1.59027
-55.135742,-121.79932,149.32271,3.71901,67.840661,-11.126401,-92.121427,1.93013
-60.365432,-85.832354,134.83576,5.0,68.148829,-12.557749,-94.470911,2.17444
-60.308825,-86.027135,133.42193,5.0,68.480555,-13.745472,-94.376681,2.12742
-58.733634,-86.594988,131.16968,5.0,68.00412,-11.244548,-93.993033,2.07147
-58.305735,-85.899435,131.6212,5.0,61.723441,-12.749213,-94.034379,1.66328
-56.521945,-87.123506,130.86436,5.0,58.470124,-4.6400794,-94.460815,1.64714
-57.731642,-86.882035,130.93656,5.0,57.617733,-15.959743,-97.572787,2.33906
-56.299974,-89.106201,130.00857,5.0,57.277834,-15.861186,-98.433351,2.06088
-56.075329,-88.2084,130.01525,5.0,56.526884,-15.072976,-98.226624,1.71592
-55.717412,-89.287165,131.2089,5.0,53.410584,-17.865243,-102.79963,1.83968
-54.422136,-90.148194,129.45943,5.0,55.709108,-18.050216,-102.17993,1.95149
-54.342797,-89.427568,130.48237,5.0,55.220173,-16.89843,-101.61023,1.8206
-55.064426,-90.609296,130.77432,5.0,55.74228,-17.131239,-102.99771,1.90098
-56.176509,-90.317235,130.43691,5.0,55.052387,-15.204585,-102.11983,2.31176
-52.885724,-104.22652,133.294,2.2742,56.218715,-15.91371,-102.89434,2.13935
-52.745766,-105.80951,133.70719,2.87065,54.96633,-15.903253,-101.19196,2.04608
-53.127306,-103.51358,131.76918,1.96962,55.947566,-14.863484,-100.28092,1.79708
-53.4772,-104.70723,130.85455,2.68377,56.804764,-15.015765,-99.579007,1.64659
-53.017212,-106.87936,132.18459,3.14442,56.259099,-16.732808,-100.76072,1.95328
-52.885724,-110.98615,129.77545,3.40348,57.926382,-15.035837,-99.888618,1.79945
-53.256567,-112.47621,129.54412,3.33033,56.877359,-16.611536,-99.417952,2.19577
-52.896867,-112.25636,131.0266,4.27131,57.607156,-16.256253,-100.78187,1.88343
-53.248098,-107.19348,138.84327,5.0,56.912455,-15.143648,-100.95495,1.80632
-53.103683,-107.04885,139.97363,3.34359,57.76725,-15.68727,-101.95205,1.68265
-53.153604,-105.4127,138.06014,2.62663,54.209611,-18.419682,-103.78423,2.11267
-53.84938,-112.90868,144.53339,3.44718,54.386531,-17.389288,-104.02846,1.96539
-56.11589,-96.89223,144.32747,1.92438,53.509621,-16.687736,-103.54289,1.97591
-54.59062,-139.87267,159.35106,4.4386,54.554317,-16.554806,-103.64145,1.92226
-54.334329,-137.74356,158.00988,2.79468,51.195714,-15.263718,-105.60872,1.51348
-58.643152,-185.45994,180.69459,1.77687,52.377908,-16.979439,-104.08134,1.98063
-55.48207,-174.05652,171.35576,1.93013,51.922145,-17.693851,-104.57412,2.06231
-56.168931,-175.28906,171.18683,1.88723,52.96636,-19.384691,-103.46549,1.80594
-75.49288,-149.21629,138.00576,3.17048,53.303375,-26.124254,-104.50489,2.05618
-76.453416,-151.57517,139.44188,3.22171,48.003935,-29.532736,-109.78414,1.65297
-63.774334,-156.2165,154.53679,3.37586,50.121691,-26.966188,-104.47124,1.53151
-53.541385,-149.20983,151.38284,5.0,46.015984,-29.003297,-108.42839,1.78299
-53.018995,-142.45654,156.0585,5.0,46.542418,-27.665096,-108.07119,1.61497
-53.335906,-141.88479,154.54036,5.0,46.68857,-15.477778,-109.26059,2.18191
-53.369781,-147.73069,150.92419,4.59356,46.454439,-13.909772,-107.11976,2.05423
-53.999144,-147.42659,151.80361,5.0,44.990037,-13.159543,-107.71398,1.81249
-53.75667,-147.5388,153.30793,4.3322,49.347184,-11.32171,-105.26738,2.13945
-61.592958,-154.608,152.41202,5.0,49.391895,-11.61798,-104.28134,2.20915
-54.346809,-145.77262,146.94476,4.86654,50.929852,-10.746358,-103.32655,2.00399
-55.016733,-146.28364,143.29294,4.44552,50.146691,-9.600582,-104.30971,2.11464
-54.804122,-147.24931,145.51666,5.0,48.903921,-9.4377239,-103.34626,2.23228
-54.336557,-147.02355,144.1474,5.0,49.070746,-9.22078,-103.86115,2.18108
-54.403416,-151.32334,144.48258,5.0,47.890956,-10.415353,-104.83374,2.19244
-54.770247,-150.01648,144.15408,5.0,51.482248,-12.253667,-101.22898,1.75339
-54.604438,-151.40223,145.16588,5.0,52.112527,-12.470491,-101.29533,1.92901
-54.021876,-148.98629,146.26994,5.0,52.710114,-11.526635,-101.56023,2.0714
-55.384456,-152.24521,141.56353,5.0,53.671638,-12.077228,-100.50255,1.81079
-55.859598,-154.17107,142.46077,4.88076,54.529798,-13.344276,-100.88572,1.90194
-55.681308,-154.0602,140.52455,5.0,54.903351,-14.544739,-99.643429,1.65888
-56.880308,-153.77772,140.2736,4.87415,54.324513,-14.69053,-100.41986,1.87621
-56.283482,-148.81848,141.7962,3.66051,55.764395,-14.584161,-101.71648,2.01748
-56.673491,-150.4729,139.26448,4.97705,57.745135,-13.299565,-100.34871,1.76751
-57.061718,-151.37549,139.67945,4.75765,57.228796,-13.626724,-99.367953,1.83525
-56.363267,-151.22127,138.20589,4.90795,58.554738,-13.088631,-99.471797,2.00166
-57.009122,-150.04021,136.57855,3.98338,55.649493,-14.648223,-99.395837,2.2401
-55.782934,-151.39622,140.73716,5.0,56.188908,-12.686473,-99.82035,2.02586
-55.034562,-148.71685,141.83854,3.91313,57.090818,-12.04105,-99.509297,2.07521
-55.993316,-150.69565,142.8334,4.63885,56.174485,-7.418283,-99.70064,2.69084
-54.241172,-150.17638,142.02842,5.0,53.529333,-8.3727158,-101.99724,2.30602
-54.897725,-145.18805,140.5709,3.93953,53.576447,-7.8521707,-101.26744,2.36257
-55.447303,-145.23017,140.04272,3.91782,51.272636,-7.8324595,-101.26744,2.08854
-53.526676,-145.78777,142.19245,4.91009,52.241852,-9.3175334,-102.04532,2.1657
-56.096278,-144.7089,136.78269,3.61948,53.759137,-10.468718,-101.35879,2.2531
-55.793631,-143.15154,137.73476,3.22848,54.595182,-7.4627535,-100.30736,2.41815
-52.89553,-144.45974,136.61911,5.0,54.529798,-7.6829425,-99.229974,1.94572
-62.353809,-142.92845,130.00812,3.05076,55.192769,-8.1322146,-99.058823,1.64866
-60.832997,-144.9594,131.00387,3.15741,57.424467,-10.961259,-98.460755,2.15081
-58.683713,-148.45878,129.51693,3.44936,58.319646,-11.002604,-98.242008,2.19234
-57.02606,-147.86396,129.71885,2.77323,57.743693,-13.926479,-98.152106,2.06985
-57.672806,-147.36887,130.65219,2.61467,51.113023,-9.7830312,-102.38089,2.10381
-57.418743,-147.53156,132.72882,3.49899,50.892834,-10.398407,-101.59484,2.04147
-59.593883,-147.73002,131.18483,4.16803,49.890445,-9.0151341,-102.3732,2.11751
-58.837934,-147.46961,132.32009,3.60805,50.48659,-8.3771629,-102.19195,2.03522
-57.322021,-146.41212,132.60135,3.25242,48.622675,-7.1875172,-101.8107,2.0914
-57.276111,-145.78243,130.89645,2.65021,53.825001,-3.4943033,-98.792,2.18132
-57.935784,-146.35585,129.9738,2.53006,58.142725,-3.921821,-95.993965,1.91002
-59.091551,-142.89814,130.01436,3.0937,58.538873,-4.4054676,-96.820875,1.87415
-58.242888,-142.70347,130.67938,2.81334,51.900511,-5.6874195,-99.066034,1.99832
-56.909726,-143.25071,130.56171,3.51585,53.337509,-5.635377,-98.882864,2.2337
-57.099604,-144.1845,129.35157,3.81686,54.256726,-6.0002754,-99.870349,2.45438
-59.396872,-142.78181,131.1465,3.43963,53.393758,-5.8418643,-99.436221,2.25127
-58.234865,-144.16311,131.7616,3.64544,53.26876,-7.1547052,-100.4314,2.42443
-57.912606,-142.7086,132.86432,3.79781,52.158199,-6.6194969,-100.55351,2.04779
-57.311323,-144.97689,136.16491,3.71281,52.651461,-4.5398405,-100.3064,2.05002
-57.221733,-146.58529,134.35215,3.5778,52.958187,-4.658709,-101.06216,2.08729
-57.615753,-148.32306,135.77223,3.78539,53.98798,-4.1030682,-99.414587,2.27162
-57.308649,-146.1799,134.98196,3.5022,53.865385,-1.9811048,-99.529008,2.17809
-53.72012,-143.16914,135.72989,5.0,44.504468,-2.2516537,-103.94721,2.03557
-55.405851,-151.8698,130.70434,5.0,43.658807,-2.9755611,-103.87317,2.06947
-56.057054,-150.59157,135.4103,4.04156,29.865745,-4.7257753,-109.8351,1.82945
-57.641605,-149.0117,134.01608,3.59067,29.721516,-4.8244517,-109.42213,1.9637
-56.480938,-151.98546,135.53823,4.02948,32.227729,-6.7465383,-108.49955,2.33514
-58.015568,-151.08633,132.80415,4.13382,29.531134,-7.192445,-109.63799,2.17644
-58.159537,-151.42463,134.57903,4.00411,29.611902,-6.6352418,-109.67261,2.0692
-58.444359,-149.64898,134.77247,3.7379,30.542177,-7.2679247,-109.00867,2.17853
-59.051881,-149.97681,131.93945,5.0,31.499374,-6.0302028,-109.51155,2.01773
