#id,x,y,z,mvir,Name,SGX,SGY,SGZ
463,26.06192,318.29913,430.32175,3.2079054e14,,,,
464,394.87302,140.26076,215.09256,3.363031e14,,,,
465,437.16122,338.0969,16.630093,1.3942315e14,,,,
466,131.28458,340.5559,315.34415,3.0435524e14,,,,
467,278.2304,249.29996,419.29047,3.3436257e14,,,,
468,322.1382,141.99767,497.54413,3.3949663e14,,,,
469,213.68338,323.96753,111.02256,2.325339e14,,,,
470,197.29129,151.23627,118.121056,3.331254e14,,,,
471,147.61494,349.39365,419.77173,3.1155394e14,,,,
472,124.49241,17.230925,444.71234,2.6989682e14,,,,
473,110.01651,490.43323,331.97266,3.0167823e14,,,,
474,212.7075,100.233795,398.48245,3.3413762e14,,,,
475,41.79542,316.31598,459.13272,3.301195e14,,,,
476,20.43095,311.88464,65.928314,2.5506591e14,,,,
477,8.608982,56.132305,198.56981,3.2193206e14,,,,
478,79.47711,316.17972,415.76877,3.2688026e14,,,,
479,127.35992,208.9855,347.32834,3.231021e14,,,,
480,431.2061,394.20294,141.54912,2.3913464e14,,,,
481,64.52363,189.95082,263.4324,3.131277e14,,,,
482,127.891205,247.45944,6.3528147,3.3135223e14,,,,
483,365.59158,279.66568,190.67834,3.258391e14,,,,
484,236.35191,27.327375,37.314774,2.470433e14,,,,
485,345.26578,28.03442,16.242548,2.8117347e14,,,,
486,383.09012,253.96715,11.4885235,2.9480253e14,,,,
487,92.21746,325.94327,152.49,3.1629998e14,,,,
488,401.63565,26.541016,45.076855,2.1157452e14,,,,
489,329.11023,236.7563,77.620255,3.15899e14,,,,
490,111.93439,290.59366,212.27377,1.6302186e14,,,,
491,140.18604,274.67673,54.35761,3.2251003e14,,,,
492,329.42804,125.20841,220.53577,2.256969e14,,,,
493,80.749626,54.103447,452.79565,1.3691126e14,,,,
494,284.42517,452.0659,203.3335,3.1594753e14,,,,
495,6.14567,437.83438,391.8947,3.161922e14,,,,
496,285.78183,398.52368,112.88361,1.4101856e14,,,,
497,334.9924,51.317886,140.95187,3.1100653e14,,,,
498,163.12897,308.22437,231.37872,3.096405e14,,,,
499,397.91156,477.924,351.11102,2.9591905e14,,,,
500,255.07393,376.44672,83.740776,2.3230812e14,,,,
501,299.67502,491.49475,264.3523,3.2730822e14,,,,
502,450.2351,304.18457,174.87328,2.9825276e14,,,,
503,113.63493,352.95065,330.44366,3.050597e14,,,,
504,379.2396,305.9015,187.7355,2.2434401e14,,,,
505,249.0505,316.0127,440.76715,3.050329e14,,,,
506,365.74326,356.94382,394.15198,3.1585904e14,,,,
507,133.1959,8.014575,234.76491,2.9423935e14,,,,
508,440.88184,370.28937,297.13235,3.0778605e14,,,,
509,211.25592,308.8711,115.084076,3.1192576e14,,,,
510,317.47903,434.93695,336.88446,2.9728636e14,,,,
511,234.9728,294.22366,352.41815,3.180053e14,,,,
512,70.019035,110.19497,111.56119,2.594734e14,,,,
513,373.27954,163.28494,432.56506,1.6361701e14,,,,
514,294.73132,378.33667,376.4148,1.9030894e14,,,,
515,310.51907,128.99467,94.745476,3.02456e14,,,,
516,320.19382,268.07693,186.77577,2.4012996e14,,,,
517,70.4392,198.56274,309.3934,3.0910413e14,,,,
518,439.4264,417.91638,239.73354,2.7974077e14,,,,
519,480.97153,393.4375,267.1523,2.8910046e14,,,,
520,74.99476,304.79297,412.13394,2.8102114e14,,,,
521,66.92582,9.753833,393.87872,2.7614232e14,,,,
522,493.43002,487.64798,142.3231,3.1918945e14,,,,
523,187.13918,396.46667,160.62946,3.1613778e14,,,,
524,377.6613,76.496765,218.80193,1.891678e14,,,,
525,116.48476,108.73184,68.86854,1.7768124e14,,,,
526,389.35846,365.9067,48.791595,3.048942e14,,,,
527,272.63458,357.60757,228.07997,2.9244684e14,,,,
528,457.99323,40.757015,460.80728,2.8985372e14,,,,
529,75.79797,431.70435,13.643482,3.0348306e14,,,,
530,69.17114,339.55554,201.39641,3.1286018e14,,,,
531,279.33066,335.14722,3.657769,2.9164683e14,,,,
532,55.53685,430.558,103.56003,1.8313754e14,,,,
533,260.217,211.1875,479.28912,2.3888627e14,,,,
534,191.04724,383.24945,154.37576,3.024683e14,,,,
535,125.18501,136.91003,392.79514,2.6959258e14,,,,
536,220.06337,341.47275,178.33734,2.7855237e14,,,,
537,237.80931,292.07233,351.82416,3.1225654e14,,,,
538,26.347805,354.1533,344.57816,2.926985e14,,,,
539,299.61105,61.96168,381.8021,3.0341843e14,,,,
540,167.02473,298.8892,200.57283,3.013222e14,,,,
541,297.87198,331.25143,47.75924,2.5625565e14,,,,
542,273.9942,309.70914,31.172277,3.061513e14,,,,
543,356.53638,25.317816,408.37912,2.5820437e14,,,,
544,396.06668,274.72623,83.74746,2.724489e14,,,,
545,363.53052,76.49881,375.7799,2.6180401e14,,,,
546,341.49362,452.32574,475.92157,2.5981816e14,,,,
547,140.39957,262.91376,214.9738,2.895456e14,,,,
548,350.13116,22.682024,329.0368,3.0858622e14,,,,
549,498.04718,282.6639,328.83817,2.8900036e14,,,,
550,299.22925,250.33092,122.99509,1.888877e14,,,,
551,286.7734,460.2105,340.92374,2.5405109e14,,,,
552,213.24922,466.9331,159.21169,2.9495527e14,,,,
553,136.18425,152.86456,211.18103,2.6298078e14,,,,
554,234.4517,206.62785,386.8775,3.1752844e14,,,,
555,129.05394,461.52545,49.67147,2.0157944e14,,,,
556,275.96057,423.59427,496.02502,1.9497621e14,,,,
557,233.77899,484.85202,362.4898,2.858794e14,,,,
558,5.439265,344.2385,119.358246,2.8468362e14,,,,
559,319.2111,282.25174,117.44173,2.3607409e14,,,,
560,109.9536,40.3745,298.76205,2.6997319e14,,,,
561,46.31623,425.38257,138.49103,2.5684614e14,,,,
562,9.734808,473.42328,15.714705,2.6367772e14,,,,
563,186.92215,474.49924,200.53137,2.2242491e14,,,,
564,80.54713,436.94052,36.142906,2.3055146e14,,,,
565,436.35907,100.18822,350.90723,3.0935032e14,,,,
566,362.3841,15.674982,152.41779,2.0191371e14,,,,
567,53.787556,24.68747,82.05296,2.7450102e14,,,,
568,296.4594,154.89644,208.41971,2.9412493e14,,,,
569,291.68668,251.94681,380.90286,2.9580946e14,,,,
570,160.58409,332.28275,37.808563,3.2107347e14,,,,
571,259.5449,222.77611,111.43033,2.939075e14,,,,
572,483.00403,293.90826,274.59555,2.8538142e14,,,,
573,193.49107,5.0923114,434.7357,2.6901994e14,,,,
574,345.71667,164.64598,410.9021,2.6689893e14,,,,
575,399.4935,163.17917,153.60167,2.9309065e14,,,,
576,189.18658,269.3617,77.55631,2.9078063e14,,,,
577,304.43793,0.31710172,265.18036,2.942278e14,,,,
578,205.54291,312.09424,352.52036,3.0390467e14,,,,
579,352.56412,20.738554,310.42477,2.7951887e14,,,,
580,397.32425,72.65314,191.25844,2.0327626e14,,,,
581,24.034115,229.81902,422.4215,2.9930345e14,,,,
582,158.72153,397.20227,472.91925,2.91249e14,,,,
583,98.56353,257.32056,55.39313,2.8265546e14,,,,
584,128.56342,67.59211,470.55905,2.9313216e14,,,,
585,100.310684,375.2607,454.23364,2.7692521e14,,,,
586,322.52533,184.60153,197.12665,3.0757717e14,,,,
587,470.77142,306.28345,494.18396,2.7312313e14,,,,
588,189.33257,258.04675,4.733685,1.6569652e14,,,,
589,22.27324,341.15662,121.280304,2.993702e14,,,,
590,207.63257,26.362953,394.03882,2.4921165e14,,,,
591,32.64642,280.3369,290.6186,2.971706e14,,,,
592,341.13647,70.28637,335.0828,2.7973927e14,,,,
593,168.68103,272.42453,156.42238,2.3037097e14,,,,
594,281.5169,377.79337,415.14337,1.6639475e14,,,,
595,373.79672,111.04562,476.41263,2.86601e14,,,,
596,161.46927,309.0247,220.54184,3.0112633e14,,,,
597,30.706152,20.952007,419.86823,2.7628981e14,,,,
598,399.30444,87.33747,359.46286,2.974574e14,,,,
599,452.80164,453.79065,173.6232,2.8064578e14,,,,
600,227.07773,25.004814,460.30518,2.4091622e14,,,,
601,20.233904,427.77444,59.215046,2.6218344e14,,,,
602,418.14297,456.8498,378.55917,2.8280548e14,,,,
603,75.71892,356.81268,105.15952,2.5588415e14,,,,
604,222.03815,93.82701,482.6107,2.7899227e14,,,,
605,287.3881,145.60591,300.45917,2.6926527e14,,,,
606,338.09113,453.78177,236.31313,2.847044e14,,,,
607,214.53073,89.03746,482.66132,2.4278517e14,,,,
608,317.1382,21.960989,17.959297,1.7832124e14,,,,
609,126.44863,498.49274,328.53586,2.5324654e14,,,,
610,46.319347,298.79953,475.88596,1.2183711e14,,,,
611,140.30675,74.87301,499.54358,2.8020677e14,,,,
612,49.269188,273.43045,391.41998,2.7199957e14,,,,
613,60.046722,251.93074,288.07675,2.5838038e14,,,,
614,47.250835,50.853466,151.2277,2.8221e14,,,,
615,320.92938,442.23883,327.02438,2.6303386e14,,,,
616,244.31549,342.3349,221.77214,1.4484663e14,,,,
617,115.952324,429.11758,386.49323,2.8205295e14,,,,
618,460.22778,108.34304,479.01904,2.574626e14,,,,
619,158.64917,176.7851,213.97318,2.822625e14,,,,
620,3.8033602,109.58592,11.958952,2.8965055e14,,,,
621,279.51382,329.74182,18.858212,3.0512954e14,,,,
622,300.3741,471.3135,281.45013,2.799939e14,,,,
623,94.10239,424.03088,134.20001,2.6566715e14,,,,
624,130.2866,395.9848,231.20723,2.883604e14,,,,
625,87.90163,332.58957,408.2231,2.60063e14,,,,
626,459.3971,45.251328,242.80324,2.8419705e14,,,,
627,69.04703,359.84375,105.91121,2.1014414e14,,,,
628,176.40538,22.816132,201.40222,2.7432402e14,,,,
629,122.896,444.1009,206.31741,2.7458877e14,,,,
630,212.28865,88.25052,480.43887,1.1498654e14,,,,
631,60.17311,396.60526,57.7928,1.3467345e14,,,,
632,383.5072,298.4756,475.82138,1.2942093e14,,,,
633,371.11627,256.71524,231.0536,2.810843e14,,,,
634,320.33203,8.847516,101.80747,2.6640598e14,,,,
635,480.40503,207.18095,253.077,2.6785132e14,,,,
636,114.12846,101.40732,60.061893,2.8338345e14,,,,
637,472.70963,286.2664,14.305774,2.725203e14,,,,
638,396.0848,25.524096,463.01724,2.775757e14,,,,
639,156.79623,393.86658,371.22366,2.3604949e14,,,,
640,88.72689,454.0954,332.5416,2.7350176e14,,,,
641,48.394917,427.03586,136.10954,1.23270955e14,,,,
642,168.2814,104.10873,101.2213,2.661286e14,,,,
643,72.28743,385.6992,56.16624,2.677986e14,,,,
644,302.47034,73.36897,305.13544,1.4480524e14,,,,
645,127.366005,5.301816,31.129225,2.562075e14,,,,
646,313.65326,65.30157,68.00799,2.6095698e14,,,,
647,331.16913,473.15137,370.22168,2.6935104e14,,,,
648,416.93582,142.3024,169.35957,2.7941275e14,,,,
649,267.7434,336.74576,424.8372,2.876003e14,,,,
650,427.6692,174.22557,167.72318,2.7338083e14,,,,
651,202.01903,213.6327,350.2333,1.9188362e14,,,,
652,212.47398,417.41348,456.86584,2.7257668e14,,,,
653,314.61282,443.00955,343.249,1.6799842e14,,,,
654,208.90816,224.36386,383.63242,2.6921045e14,,,,
655,273.69278,217.06024,136.91476,2.8129209e14,,,,
656,182.46323,481.8509,487.9939,2.6672314e14,,,,
657,414.77887,279.10266,40.9247,2.3430362e14,,,,
658,267.46353,46.340096,126.29176,2.3486977e14,,,,
659,38.383667,422.40796,451.29956,2.6555209e14,,,,
660,2.2018437,351.62775,149.86531,2.4599788e14,,,,
661,292.7946,169.41853,411.64038,2.7250769e14,,,,
662,51.328804,377.35736,144.02206,1.4619436e14,,,,
663,296.93338,190.76889,108.59416,2.8473214e14,,,,
664,377.1188,452.2053,61.99616,2.6117614e14,,,,
665,331.21527,90.28195,71.67698,2.795289e14,,,,
666,456.20316,376.59665,54.35724,2.8177284e14,,,,
667,124.26576,354.08212,117.85945,2.7528928e14,,,,
668,267.40622,399.81293,353.0854,2.2158874e14,,,,
669,163.6873,483.99124,320.4096,2.3773344e14,,,,
670,349.09637,395.30127,293.8027,2.2757252e14,,,,
671,335.20544,438.99847,327.23868,2.2328142e14,,,,
672,158.45485,444.16592,384.35907,2.7924572e14,,,,
673,216.33696,218.11531,273.7658,1.9594783e14,,,,
674,237.22629,323.4456,457.20486,2.1575852e14,,,,
675,102.36048,137.21878,330.0799,2.5782625e14,,,,
676,461.15338,289.12225,15.826447,2.5117282e14,,,,
677,25.42968,274.5179,319.44998,2.6593095e14,,,,
678,177.64996,52.791615,179.14018,2.1345998e14,,,,
679,65.60782,47.883602,442.06564,2.6134957e14,,,,
680,128.05103,379.21042,252.03635,2.695657e14,,,,
681,473.45685,400.27454,325.007,2.4748706e14,,,,
682,272.1606,11.3648405,36.90509,2.8142716e14,,,,
683,458.23022,494.73618,308.78476,2.741693e14,,,,
684,121.70861,264.11606,55.99677,2.387331e14,,,,
685,487.77505,131.21347,0.29408783,2.5704646e14,,,,
686,398.3814,80.83611,355.1325,2.6837256e14,,,,
687,437.10168,228.25644,223.86781,2.6871206e14,,,,
688,402.9573,67.15234,353.72418,2.602323e14,,,,
689,332.09793,319.7012,379.98062,2.5752662e14,,,,
690,328.35312,468.593,110.246346,2.7424569e14,,,,
691,76.73413,303.98138,319.20908,2.6797266e14,,,,
692,421.082,50.260006,187.27484,2.4045868e14,,,,
693,338.09616,117.12018,181.76805,2.3065077e14,,,,
694,271.12744,169.05434,49.980816,2.6392586e14,,,,
695,164.03311,59.849483,126.16204,2.6614226e14,,,,
696,113.132256,252.01422,373.61224,2.515915e14,,,,
697,355.9468,321.72107,463.07593,2.7266847e14,,,,
698,319.18314,111.70041,129.71286,2.1581276e14,,,,
699,268.35693,415.5157,20.315844,2.3377489e14,,,,
700,395.5445,130.61447,386.76385,1.7057533e14,,,,
701,18.833673,127.6036,389.84726,2.6218133e14,,,,
702,74.96051,194.24948,368.05258,2.2680095e14,,,,
703,369.8969,463.84094,96.04063,2.5825591e14,,,,
704,248.78435,312.42303,95.23964,1.34439665e14,,,,
705,120.1081,260.84012,324.70435,2.7042575e14,,,,
706,100.55995,98.92622,255.10991,2.6794439e14,,,,
707,461.3032,103.96002,359.85446,2.6273372e14,,,,
708,355.1828,402.73386,396.97104,2.5914494e14,,,,
709,295.57672,21.77,30.167591,2.6782582e14,,,,
710,432.483,347.41818,248.41847,2.5687446e14,,,,
711,43.6013,23.530003,479.96655,2.7257676e14,,,,
712,56.12064,251.13954,400.7723,2.254248e14,,,,
713,386.8188,257.24866,12.088848,2.7438528e14,,,,
714,160.07207,135.26045,243.91077,2.5648877e14,,,,
715,47.958767,72.11176,161.78557,2.2885592e14,,,,
716,487.52005,353.45074,293.61923,1.5065885e14,,,,
717,99.084656,106.6149,50.91158,2.608045e14,,,,
718,310.18292,405.66058,55.65469,2.6364687e14,,,,
719,188.27003,211.35756,31.485037,2.132042e14,,,,
720,182.49419,151.59802,133.27332,2.5206831e14,,,,
721,351.76675,379.84784,254.55313,2.6576154e14,,,,
722,107.208885,195.12582,415.92975,2.4954658e14,,,,
723,148.64526,45.35947,13.025918,2.477534e14,,,,
724,314.50555,129.40565,494.35217,2.5777986e14,,,,
725,488.35632,483.66772,316.92935,2.5015327e14,,,,
726,319.36716,298.88004,376.86136,2.2242015e14,,,,
727,476.14514,3.8239894,160.9249,2.5789482e14,,,,
728,434.19498,400.53033,63.28293,2.3328162e14,,,,
729,355.17084,487.6813,79.01708,2.6394787e14,,,,
730,137.09758,492.9158,94.2506,1.5740763e14,,,,
731,78.986275,185.50385,381.8919,2.4537338e14,,,,
732,121.74454,107.51118,396.1945,2.5254225e14,,,,
733,346.13983,16.923145,291.24222,2.3566229e14,,,,
734,164.82368,164.35246,337.82935,2.0785028e14,,,,
735,263.31958,33.41453,192.6283,2.5637153e14,,,,
736,378.6531,400.33737,255.66196,2.5782212e14,,,,
737,261.62033,382.69073,366.687,2.6569882e14,,,,
738,300.88153,241.99301,485.1907,2.5166274e14,,,,
739,96.98709,312.77533,88.25065,2.620471e14,,,,
740,50.181995,380.84494,221.88199,2.485294e14,,,,
741,144.90463,445.4793,421.48367,2.5364661e14,,,,
742,71.021,46.50497,106.08128,2.2415003e14,,,,
743,35.88841,388.3586,28.876738,2.6477465e14,,,,
744,147.37788,123.72407,102.30833,2.6672822e14,,,,
745,320.88892,251.1809,195.43677,2.4996579e14,,,,
746,381.79352,129.36827,478.83963,2.2327181e14,,,,
747,413.3856,50.761734,336.4342,2.5872145e14,,,,
748,123.8526,346.05478,109.14761,2.1753273e14,,,,
749,82.43643,362.47855,204.8378,2.3854586e14,,,,
750,205.45338,499.19138,302.09952,2.5409565e14,,,,
751,490.97183,299.0713,389.09448,2.5820887e14,,,,
752,200.69113,19.639736,301.4521,2.0513549e14,,,,
753,355.78867,124.69135,313.64078,2.5269256e14,,,,
754,158.4497,429.66806,148.6658,2.5560676e14,,,,
755,388.70682,290.86032,469.26538,2.397625e14,,,,
756,369.05893,194.62479,421.8079,2.3887224e14,,,,
757,82.25275,467.1515,475.9583,2.2145826e14,,,,
758,365.91693,27.743603,40.113033,2.4032711e14,,,,
759,468.0004,102.63819,161.98035,2.5241122e14,,,,
760,56.547077,432.50354,3.2246182,2.3277082e14,,,,
761,9.336387,409.79715,408.48322,1.9100156e14,,,,
762,51.608574,309.67184,142.65262,2.4332964e14,,,,
763,342.55237,128.68309,246.98293,2.2739233e14,,,,
764,48.322067,4.7438097,427.64212,2.19337e14,,,,
765,317.0421,202.69678,203.1369,1.4240791e14,,,,
766,497.37878,374.02493,460.26245,2.5806125e14,,,,
767,61.064102,422.58728,111.82089,2.3517786e14,,,,
768,100.448494,45.5895,464.85983,2.2441125e14,,,,
769,166.08806,179.37991,153.23914,2.6739369e14,,,,
770,438.0154,216.08043,343.04584,1.9129578e14,,,,
771,177.09679,406.0044,156.45859,2.4678031e14,,,,
772,281.3621,380.86285,225.02017,2.0817232e14,,,,
773,336.9892,442.50198,362.20343,2.3268341e14,,,,
774,341.90012,157.78885,19.27875,2.619806e14,,,,
775,489.72424,250.98036,377.70294,1.9201661e14,,,,
776,332.00922,223.55215,172.65935,2.4844938e14,,,,
777,298.21268,404.0776,243.79346,2.5729829e14,,,,
778,451.08856,219.42865,321.63242,2.3595203e14,,,,
779,426.12772,272.32135,102.02668,2.5384237e14,,,,
780,278.43393,99.26382,482.72803,2.1990665e14,,,,
781,461.6169,101.90659,155.92332,2.4831164e14,,,,
782,259.68463,196.17659,454.6841,2.5115902e14,,,,
783,352.60385,211.11359,497.8991,1.6267598e14,,,,
784,9.7243395,215.15617,410.63785,2.4870446e14,,,,
785,155.06462,383.16684,133.85004,2.3767141e14,,,,
786,334.50443,174.02779,35.825993,2.4671445e14,,,,
787,31.962048,12.653227,485.12677,2.5370113e14,,,,
788,128.99768,341.45966,64.892815,2.5247298e14,,,,
789,143.78052,138.40936,229.35939,2.5359891e14,,,,
790,42.502743,98.01264,198.09767,2.526334e14,,,,
791,364.13934,350.70908,43.617546,2.2550368e14,,,,
792,356.3361,121.161385,60.14352,2.1212862e14,,,,
793,13.176685,366.9634,4.1008253,2.5134788e14,,,,
794,147.85986,328.6086,47.298058,2.418259e14,,,,
795,469.94357,70.73741,7.122169,2.3732801e14,,,,
796,389.02087,157.59102,463.95212,2.388426e14,,,,
797,146.81432,418.48935,312.06274,2.5400703e14,,,,
798,237.06894,144.96382,32.410282,2.266525e14,,,,
799,14.765404,179.82458,399.16003,2.418675e14,,,,
800,310.88904,310.48737,4.170104,2.2511717e14,,,,
801,253.16403,213.71983,135.15173,2.469185e14,,,,
802,271.75388,469.33527,240.50499,2.391739e14,,,,
803,411.09277,114.990326,377.87048,2.4484792e14,,,,
804,131.77437,300.19324,312.25162,2.2823637e14,,,,
805,264.6077,3.3905575,39.269848,2.3897978e14,,,,
806,56.528206,244.4632,398.7165,2.4579482e14,,,,
807,297.08334,75.0122,310.23166,2.4900732e14,,,,
808,179.71649,356.1482,396.50708,2.1941273e14,,,,
809,265.57584,18.67794,191.92657,2.5865404e14,,,,
810,41.67881,358.89343,344.70657,1.90288e14,,,,
811,306.56827,70.56096,379.84464,1.5057338e14,,,,
812,125.546974,265.0368,215.55002,2.3409444e14,,,,
813,183.35681,99.27306,369.09015,2.4055016e14,,,,
814,70.49994,62.41123,383.44965,2.3774593e14,,,,
815,318.74872,200.37708,207.7463,2.1158463e14,,,,
816,264.51105,104.387886,361.0464,1.8711928e14,,,,
817,88.50194,287.65805,351.64764,2.3489416e14,,,,
818,57.569027,192.16617,333.43503,1.37066004e14,,,,
819,186.14279,436.69818,23.720474,2.5138885e14,,,,
820,398.1079,480.34192,5.700257,2.237084e14,,,,
821,443.44113,314.96246,332.88242,2.4627611e14,,,,
822,67.502335,379.9373,88.6444,2.3986233e14,,,,
823,60.174557,68.366356,153.87636,2.0911385e14,,,,
824,323.9047,61.649326,75.250275,2.1036067e14,,,,
825,465.32593,53.022934,488.4486,1.4785042e14,,,,
826,489.9473,310.6048,140.36949,2.155727e14,,,,
827,168.87749,313.61328,217.17093,2.5849279e14,,,,
828,173.42812,385.427,314.2658,2.2692512e14,,,,
829,379.61008,29.104664,31.463324,2.4163563e14,,,,
830,105.05203,204.83667,105.044785,2.431134e14,,,,
831,429.93982,84.085884,470.2956,2.295487e14,,,,
832,355.07666,347.91415,397.77713,2.388871e14,,,,
833,152.64363,223.38217,187.07912,2.3638648e14,,,,
834,375.20245,17.408222,151.87865,2.3995335e14,,,,
835,74.75545,181.54509,450.8868,2.3977573e14,,,,
836,147.8107,35.30799,22.622122,2.5223764e14,,,,
837,133.72556,295.00986,314.6774,1.5417715e14,,,,
838,160.46283,476.35703,293.89276,2.4530135e14,,,,
839,189.59552,469.0368,241.45456,2.3781516e14,,,,
840,194.93086,261.2675,77.91333,1.2479947e14,,,,
841,188.21646,157.81082,126.33332,1.708023e14,,,,
842,396.9124,334.41302,11.411199,2.3583743e14,,,,
843,275.22052,135.04446,409.14682,2.3296995e14,,,,
844,473.12567,252.5181,463.68924,2.3583845e14,,,,
845,235.56259,435.7817,178.23515,2.2552311e14,,,,
846,255.23372,203.37268,456.48105,2.4038038e14,,,,
847,314.58572,499.96414,217.85834,2.194252e14,,,,
848,425.43356,415.34738,333.63348,2.3606872e14,,,,
849,397.803,298.5052,204.2393,1.3711785e14,,,,
850,168.86829,317.8528,282.474,2.4328342e14,,,,
851,49.778965,418.0842,186.93814,2.3856706e14,,,,
852,148.30055,174.06036,236.28624,2.3022639e14,,,,
853,409.34647,378.1703,280.89102,1.5129975e14,,,,
854,409.74792,120.05903,399.00217,2.2729881e14,,,,
855,153.31374,453.01947,129.9419,1.3785046e14,,,,
856,143.08336,396.95294,370.11404,1.9123785e14,,,,
857,496.75903,387.59402,454.00522,2.2636902e14,,,,
858,307.24548,448.21857,328.0534,2.3197791e14,,,,
859,205.18697,277.52505,488.14493,2.4172826e14,,,,
860,362.40402,159.68974,431.63843,2.2834407e14,,,,
861,456.57797,239.73412,15.962238,2.168093e14,,,,
862,339.27386,421.5196,393.52942,2.3676506e14,,,,
863,62.14439,194.69022,6.2334723,2.1948761e14,,,,
864,387.76517,439.92746,226.00592,2.4849399e14,,,,
865,483.4127,89.17776,193.31375,2.2108586e14,,,,
866,480.2293,68.0567,284.57648,2.4277437e14,,,,
867,85.81721,372.8298,224.93399,2.475154e14,,,,
868,150.28162,370.44592,357.07263,2.3560261e14,,,,
869,426.95322,405.49902,57.734932,2.2397632e14,,,,
870,333.12372,116.24481,202.8953,1.5937461e14,,,,
871,63.38064,205.78459,402.10056,1.9286005e14,,,,
872,204.15614,375.56778,202.02203,2.3349479e14,,,,
873,316.7529,454.2324,438.90436,1.4783304e14,,,,
874,194.08441,355.9488,392.98187,2.101826e14,,,,
875,178.26907,284.8395,107.460785,2.289435e14,,,,
876,32.5783,116.83399,385.61285,2.1714806e14,,,,
877,468.15582,38.714558,51.99185,2.3053438e14,,,,
878,302.09293,336.11908,93.43759,2.0526867e14,,,,
879,190.48483,272.11008,20.385733,2.2316558e14,,,,
880,40.282482,58.758007,155.5631,2.3902693e14,,,,
881,7.9967666,424.5948,50.030388,1.7099958e14,,,,
882,239.84636,145.00612,446.35217,2.197992e14,,,,
883,388.14603,140.67883,16.848398,1.7424243e14,,,,
884,132.54703,492.59833,96.2157,1.9665199e14,,,,
885,389.4788,91.681496,158.10333,1.2018395e14,,,,
886,212.26175,24.709326,403.18845,2.1215337e14,,,,
887,121.31618,340.79974,253.86584,2.0912625e14,,,,
888,102.788414,37.911427,290.10184,2.3904075e14,,,,
889,499.0747,306.85944,206.10889,2.1539343e14,,,,
890,309.2611,6.9782147,254.73462,2.3125646e14,,,,
891,160.88632,232.85393,195.2069,2.1467309e14,,,,
892,128.45467,458.1518,461.11826,2.2127958e14,,,,
893,307.55237,350.09622,161.42863,1.4209557e14,,,,
894,307.34808,217.55748,136.45782,2.3544578e14,,,,
895,263.4819,400.6847,343.49207,2.2985722e14,,,,
896,69.86497,260.07907,284.65237,1.833944e14,,,,
897,304.25238,162.96338,436.6354,2.1612049e14,,,,
898,345.75375,44.475418,499.47235,2.2683616e14,,,,
899,188.31107,261.1208,172.59914,1.9532097e14,,,,
900,92.72518,93.49848,55.463406,2.3644926e14,,,,
901,204.32948,84.92623,499.69025,2.0796488e14,,,,
902,132.49225,441.0309,175.22229,2.3506324e14,,,,
903,26.471907,254.91986,66.61538,2.4371044e14,,,,
904,284.4348,456.96283,109.72254,2.1770248e14,,,,
905,150.2348,151.04333,39.42573,2.3151129e14,,,,
906,21.992588,60.04934,104.45541,2.2629978e14,,,,
907,298.46167,224.57849,200.8761,2.1834344e14,,,,
908,216.32066,184.8979,339.7843,2.2111824e14,,,,
909,490.99808,135.07611,267.61404,2.3425235e14,,,,
910,400.3351,213.73787,266.63702,2.2342103e14,,,,
911,79.54871,143.4401,351.60904,2.3093804e14,,,,
912,122.40443,336.87985,399.5068,2.1847487e14,,,,
913,417.90677,118.40339,453.25168,1.9721421e14,,,,
914,302.0281,140.29214,366.40552,2.3735023e14,,,,
915,462.22406,373.6501,188.30197,2.2627087e14,,,,
916,353.66754,219.74821,373.97916,2.1490196e14,,,,
917,354.77423,349.01105,394.28214,2.2625858e14,,,,
918,275.1219,251.54015,401.83197,2.3421307e14,,,,
919,484.627,258.34982,223.78621,2.2523334e14,,,,
920,345.2135,9.737971,67.05418,2.3688179e14,,,,
921,257.74405,335.98108,109.57385,2.0907038e14,,,,
922,52.65377,446.66644,270.8269,1.9369229e14,,,,
923,355.04572,407.933,81.40906,2.3968488e14,,,,
924,117.00878,435.92902,39.726658,2.1515223e14,,,,
925,200.25433,288.75394,337.41702,2.0904753e14,,,,
926,89.12265,210.57437,148.70155,2.2086457e14,,,,
927,320.30103,150.43721,105.21542,2.2143927e14,,,,
928,471.32077,97.03432,172.37857,2.1639206e14,,,,
929,391.48816,344.9395,413.25076,2.2241716e14,,,,
930,172.3358,78.560104,206.08994,1.5245465e14,,,,
931,432.33997,413.55417,239.85806,2.290122e14,,,,
932,412.73157,467.73062,387.72482,2.1952086e14,,,,
933,362.04398,263.17023,210.2037,1.1606243e14,,,,
934,208.75346,369.58682,480.5413,1.8803595e14,,,,
935,437.81363,25.23743,159.29239,2.178849e14,,,,
936,250.4022,297.68863,499.92065,2.2272742e14,,,,
937,104.14914,239.78,45.874485,2.260631e14,,,,
938,421.5702,202.51913,205.93054,2.2403182e14,,,,
939,366.11166,22.651869,314.1417,1.1755228e14,,,,
940,48.525368,301.9852,94.79968,1.8443336e14,,,,
941,142.98428,29.043995,279.91742,2.3573069e14,,,,
942,13.229978,315.642,284.58154,2.2736705e14,,,,
943,82.79278,299.04456,192.17976,1.5559886e14,,,,
944,297.22574,476.27808,273.49472,2.2252308e14,,,,
945,496.3283,457.4286,294.92892,2.015637e14,,,,
946,263.04807,301.885,480.66013,2.2142558e14,,,,
